family,trial_number,objective_value,params,runtime_seconds,inner_pr_auc,inner_roc_auc,precision_top1pct,recall_top1pct,fdr_top1pct,lift_top1pct,fp_per_tp_top1pct,threshold_fpr5,fpr_at_fpr5,fdr_at_fpr5,recall_at_fpr5,precision_at_fpr5,guardrail_feasible,inner_housing_status_fpr_gap,inner_housing_status_alert_rate_gap,inner_customer_age_group_fpr_gap,inner_customer_age_group_alert_rate_gap,inner_income_group_fpr_gap,inner_income_group_alert_rate_gap,inner_employment_status_fpr_gap,inner_employment_status_alert_rate_gap,inner_max_fpr_gap,inner_max_alert_rate_gap,param_iterations,param_depth,param_learning_rate,param_l2_leaf_reg,param_random_strength,param_bagging_temperature,param_scale_pos_weight,param_n_estimators,param_max_depth,param_subsample,param_colsample_bytree,param_min_child_weight,param_gamma,param_reg_lambda,param_num_leaves,param_min_child_samples,param_C,param_class_weight
CatBoost,10,0.5147701491919177,"{'iterations': 280, 'depth': 6, 'learning_rate': 0.13194225665866918, 'l2_leaf_reg': 13.461679243717388, 'random_strength': 1.6296663769454462, 'bagging_temperature': 1.4380201670381816, 'scale_pos_weight': 132.03516405686113}",133.21964263916016,0.19235254245135625,0.8937240563167409,0.28559463986599665,0.24167257264351524,0.7144053601340034,24.151672014691933,2.501466275659824,0.7799581089506824,0.049791369835131286,0.8855203619909502,0.5379163713678242,0.11447963800904977,False,0.19898000487863554,0.2202518744216124,0.1471937545113357,0.16518092298738696,0.04525720740474767,0.05043399987971538,0.07882436001899651,0.09161589293229308,0.19898000487863554,0.2202518744216124,280.0,6.0,0.13194225665866918,13.461679243717388,1.6296663769454462,1.4380201670381816,132.03516405686113,,,,,,,,,,,
CatBoost,11,0.5014936091586841,"{'iterations': 280, 'depth': 6, 'learning_rate': 0.1393383460733813, 'l2_leaf_reg': 13.94455436958384, 'random_strength': 1.6979277257290213, 'bagging_temperature': 1.4362972056164856, 'scale_pos_weight': 131.4996191630576}",108.90307521820068,0.19062734620816152,0.8953642601680293,0.29396984924623115,0.24875974486180014,0.7060301507537688,24.859932191075863,2.4017094017094016,0.7787954847989289,0.04998643055838252,0.8851178855684037,0.5421686746987951,0.11488211443159634,False,0.20554441354629932,0.22714614695548138,0.15132420389207468,0.16983936406687644,0.04500731849582905,0.05015986105701363,0.08363067016736316,0.09682927089365637,0.20554441354629932,0.22714614695548138,280.0,6.0,0.1393383460733813,13.94455436958384,1.6979277257290213,1.4362972056164856,131.4996191630576,,,,,,,,,,,
CatBoost,12,0.49047549418827147,"{'iterations': 240, 'depth': 7, 'learning_rate': 0.13857910561691408, 'l2_leaf_reg': 13.986362900047725, 'random_strength': 1.5506501167503628, 'bagging_temperature': 1.660272305637105, 'scale_pos_weight': 138.0994086861471}",115.25908017158508,0.1886980193564087,0.8933511370946843,0.288107202680067,0.2437987243090007,0.7118927973199329,24.364150067607113,2.4709302325581395,0.7843789241215438,0.04948605739873804,0.8858357370578412,0.5329553508150248,0.1141642629421588,False,0.2058839377121612,0.22741835469202148,0.14749790822114411,0.1659266583940851,0.04518188300726621,0.05043286483647018,0.08247471722047993,0.09515440070743053,0.2058839377121612,0.22741835469202148,240.0,7.0,0.13857910561691408,13.986362900047725,1.5506501167503628,1.660272305637105,138.0994086861471,,,,,,,,,,,
CatBoost,13,0.500571297389067,"{'iterations': 320, 'depth': 6, 'learning_rate': 0.10580043868046411, 'l2_leaf_reg': 12.163162534559062, 'random_strength': 2.443198580523269, 'bagging_temperature': 1.7439080036202608, 'scale_pos_weight': 94.20682422326523}",158.0542471408844,0.1923146983010625,0.8955130275535157,0.2931323283082077,0.24805102763997164,0.7068676716917923,24.789106173437467,2.4114285714285715,0.7142716621421723,0.049850736142207745,0.8849744052996086,0.5414599574769667,0.11502559470039145,False,0.2012077715495417,0.22305060281523098,0.15306822531107311,0.1719811650624314,0.04495167406375003,0.050212404024903116,0.08758142216588917,0.10096906314365493,0.2012077715495417,0.22305060281523098,320.0,6.0,0.10580043868046411,12.163162534559062,2.443198580523269,1.7439080036202608,94.20682422326523,,,,,,,,,,,
CatBoost,14,0.4996140475293614,"{'iterations': 400, 'depth': 7, 'learning_rate': 0.09672322813447276, 'l2_leaf_reg': 11.957111974997273, 'random_strength': 1.4991262259534712, 'bagging_temperature': 0.9615825522101198, 'scale_pos_weight': 144.9968928763744}",143.8441994190216,0.18961079251909388,0.8942246398460066,0.2948073701842546,0.24946846208362863,0.7051926298157454,24.930758208714256,2.3920454545454546,0.7865948772198416,0.04973200352805482,0.8849984907938424,0.5400425230333097,0.11500150920615757,False,0.2108949835659249,0.23248243075651095,0.15234765632679803,0.17146802856199045,0.04683865618399739,0.052028535417592725,0.07968126825595745,0.09349878283678545,0.2108949835659249,0.23248243075651095,400.0,7.0,0.09672322813447276,11.957111974997273,1.4991262259534712,0.9615825522101198,144.9968928763744,,,,,,,,,,,
CatBoost,15,0.49209152329814937,"{'iterations': 240, 'depth': 6, 'learning_rate': 0.11114381238675278, 'l2_leaf_reg': 12.012756710195067, 'random_strength': 2.0678048681695254, 'bagging_temperature': 1.033535249231782, 'scale_pos_weight': 127.31000948956212}",128.67055892944336,0.1896213891076769,0.8955079786826092,0.2914572864321608,0.24663359319631467,0.7085427135678393,24.647454138160683,2.4310344827586206,0.7698393567866839,0.04995250695433883,0.8866475989763661,0.5336640680368533,0.1133524010236339,False,0.20438030591537734,0.22541929897721388,0.15027046311230652,0.16911539054345426,0.04550760734910323,0.05065901312273029,0.07986832986832987,0.09398291518185004,0.20438030591537734,0.22541929897721388,240.0,6.0,0.11114381238675278,12.012756710195067,2.0678048681695254,1.033535249231782,127.31000948956212,,,,,,,,,,,
CatBoost,16,0.49763622100777344,"{'iterations': 320, 'depth': 7, 'learning_rate': 0.07128610944984493, 'l2_leaf_reg': 11.09868340415688, 'random_strength': 2.1804492209360604, 'bagging_temperature': 1.9866134102802222, 'scale_pos_weight': 149.0347112868794}",164.3383560180664,0.18820146415690414,0.8952603676280055,0.288107202680067,0.2437987243090007,0.7118927973199329,24.364150067607113,2.4709302325581395,0.7928953861747189,0.04975744623108759,0.8850505355257203,0.5400425230333097,0.11494946447427969,False,0.2088181961095348,0.23037498726179778,0.1466309785490855,0.16538229858858888,0.04759222941031848,0.05276754209778123,0.07854592440465129,0.09157609077073908,0.2088181961095348,0.23037498726179778,320.0,7.0,0.07128610944984493,11.09868340415688,2.1804492209360604,1.9866134102802222,149.0347112868794,,,,,,,,,,,
CatBoost,17,0.48783601084822986,"{'iterations': 200, 'depth': 6, 'learning_rate': 0.04935102664760256, 'l2_leaf_reg': 12.990691587350218, 'random_strength': 1.7902747509199357, 'bagging_temperature': 1.6558532023242172, 'scale_pos_weight': 128.70134745264136}",103.01921033859253,0.18183762065538836,0.8905620446369233,0.2747068676716918,0.23245924875974486,0.7252931323283083,23.23093378539283,2.6402439024390243,0.7631034863601818,0.04996946875636068,0.8865482997291604,0.5343727852586818,0.1134517002708396,False,0.20384163694461874,0.22507909745217866,0.1518378354984766,0.16996709632681484,0.04848465819911863,0.05397600584230548,0.07939743229313091,0.09267850555138012,0.20384163694461874,0.22507909745217866,200.0,6.0,0.04935102664760256,12.990691587350218,1.7902747509199357,1.6558532023242172,128.70134745264136,,,,,,,,,,,
CatBoost,18,0.5196077406245774,"{'iterations': 160, 'depth': 7, 'learning_rate': 0.0936223264484919, 'l2_leaf_reg': 7.339455057470529, 'random_strength': 1.305034354232205, 'bagging_temperature': 1.1749845942621828, 'scale_pos_weight': 95.11753407178013}",63.21509146690369,0.17867593396313705,0.8865728896597153,0.271356783919598,0.2296243798724309,0.728643216080402,22.94762971483926,2.685185185185185,0.713787305457118,0.04995250695433883,0.8878504672897196,0.5272856130403969,0.11214953271028037,True,0.1577087017623274,0.17660456588939089,0.15887957890200058,0.1768141733594422,0.04916867588534096,0.05420101908532041,0.07865557865557865,0.0919471254211788,0.15887957890200058,0.1768141733594422,160.0,7.0,0.0936223264484919,7.339455057470529,1.305034354232205,1.1749845942621828,95.11753407178013,,,,,,,,,,,
CatBoost,19,0.5242365104906118,"{'iterations': 160, 'depth': 7, 'learning_rate': 0.09114565108321325, 'l2_leaf_reg': 6.375531706022276, 'random_strength': 1.34818194728658, 'bagging_temperature': 1.0902495839307005, 'scale_pos_weight': 95.82595146409082}",63.366703748703,0.17989214602812129,0.8875346394618115,0.2721943048576214,0.2303330970942594,0.7278056951423786,23.018455732477648,2.6738461538461538,0.7159264373961478,0.04975744623108759,0.8866555841015566,0.5315379163713678,0.1133444158984434,True,0.1553530605144635,0.17493558934120287,0.15026919285294635,0.16954542228085237,0.04865082494220025,0.0536402069303515,0.07873838636550501,0.09260664212927641,0.1553530605144635,0.17493558934120287,160.0,7.0,0.09114565108321325,6.375531706022276,1.34818194728658,1.0902495839307005,95.82595146409082,,,,,,,,,,,
