model,stage,model_family,feature_set,balance_policy,train_strategy,anomaly_policy,split,threshold_policy,threshold,alerts,alert_count,tp,fp,fn,tn,precision,fdr,recall_tpr,fpr,fnr,tnr,specificity_tnr,alert_rate,fraud_prevalence,lift,precision_lift,fp_per_tp,pr_auc,roc_auc,pr_auc_lift,n_obs
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | without_anomaly_scores,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,without_anomaly_scores,test,valid_global_5pct_fpr,0.830408820165483,4723,4723,758,3965,670,91450,0.16049121321194157,0.8395087867880584,0.530812324929972,0.0415553110097993,0.469187675070028,0.9584446889902007,0.9584446889902007,0.04876965810641967,0.014745515938167962,10.884069020366987,10.884069020366987,5.230870712401056,0.20600009386313498,0.8870992939438522,13.97035510503332,96843
anomaly_recency_gate | Random Forest | full_0_5_recency_weighted | without_anomaly_scores,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,without_anomaly_scores,validation,default_0_50,0.5,11127,11127,898,10229,552,96489,0.08070459243282106,0.919295407567179,0.6193103448275862,0.09585074682808899,0.38068965517241377,0.904149253171911,0.904149253171911,0.10286776126026181,0.013405073589231566,6.020451278809233,6.020451278809233,11.39086859688196,0.14794420689895452,0.874218071346268,11.036433773686973,108168
anomaly_recency_gate | Random Forest | full_0_5_recency_weighted | without_anomaly_scores,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,without_anomaly_scores,validation,valid_global_5pct_fpr,0.6255552021253651,5996,5996,682,5314,768,101404,0.11374249499666444,0.8862575050033356,0.4703448275862069,0.0497947862591128,0.5296551724137931,0.9502052137408872,0.9502052137408872,0.05543229051105687,0.013405073589231566,8.485033240551171,8.485033240551171,7.7917888563049855,0.14794420689895452,0.874218071346268,11.036433773686973,108168
anomaly_recency_gate | Random Forest | full_0_5_recency_weighted | without_anomaly_scores,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,without_anomaly_scores,test,default_0_50,0.5,8435,8435,868,7567,560,87848,0.10290456431535269,0.8970954356846473,0.6078431372549019,0.07930618875438872,0.39215686274509803,0.9206938112456112,0.9206938112456112,0.0870997387524137,0.014745515938167962,6.978702186268698,6.978702186268698,8.71774193548387,0.17187086934661272,0.8756327621443168,11.655805742390767,96843
anomaly_recency_gate | Random Forest | full_0_5_recency_weighted | without_anomaly_scores,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,without_anomaly_scores,test,valid_global_5pct_fpr,0.6255552021253651,4435,4435,652,3783,776,91632,0.14701240135287486,0.8529875986471251,0.4565826330532213,0.03964785411098884,0.5434173669467787,0.9603521458890112,0.9603521458890112,0.04579577253905806,0.014745515938167962,9.969973378302843,9.969973378302843,5.802147239263804,0.17187086934661272,0.8756327621443168,11.655805742390767,96843
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,without_anomaly_scores,validation,default_0_50,0.5,22560,22560,1176,21384,274,85334,0.052127659574468084,0.9478723404255319,0.8110344827586207,0.2003785678142394,0.1889655172413793,0.7996214321857606,0.7996214321857606,0.20856445529176837,0.013405073589231566,3.888651504035216,3.888651504035216,18.183673469387756,0.16293689128364774,0.8847238581088024,12.15486734922042,108168
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,without_anomaly_scores,validation,valid_global_5pct_fpr,0.8187476838737613,6067,6067,738,5329,712,101389,0.12164166804021757,0.8783583319597824,0.5089655172413793,0.04993534361588486,0.4910344827586207,0.9500646563841152,0.9500646563841152,0.056088676873012354,0.013405073589231566,9.074300654189141,9.074300654189141,7.220867208672087,0.16293689128364774,0.8847238581088024,12.15486734922042,108168
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,without_anomaly_scores,test,default_0_50,0.5,18506,18506,1157,17349,271,78066,0.06252026369826003,0.93747973630174,0.8102240896358543,0.1818267567992454,0.18977591036414565,0.8181732432007546,0.8181732432007546,0.19109279968608986,0.014745515938167962,4.239950908494815,4.239950908494815,14.994814174589456,0.19554547780106443,0.887712485822291,13.261352035496136,96843
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,without_anomaly_scores,test,valid_global_5pct_fpr,0.8187476838737613,4906,4906,722,4184,706,91231,0.1471667346106808,0.8528332653893191,0.5056022408963585,0.04385054760781848,0.4943977591036415,0.9561494523921815,0.9561494523921815,0.050659314560680686,0.014745515938167962,9.980439831864258,9.980439831864258,5.795013850415512,0.19554547780106443,0.887712485822291,13.261352035496136,96843
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,validation,default_0_50,0.5,23081,23081,1199,21882,251,84836,0.05194748927689442,0.9480525107231056,0.8268965517241379,0.20504507205907158,0.17310344827586208,0.7949549279409285,0.7949549279409285,0.21338103690555432,0.013405073589231566,3.875211048346976,3.875211048346976,18.25020850708924,0.17448787902329996,0.8903924070592751,13.016555102201593,108168
