model,stage,model_family,feature_set,balance_policy,train_strategy,anomaly_policy,split,threshold_policy,threshold,alerts,alert_count,tp,fp,fn,tn,precision,fdr,recall_tpr,fpr,fnr,tnr,specificity_tnr,alert_rate,fraud_prevalence,lift,precision_lift,fp_per_tp,pr_auc,roc_auc,pr_auc_lift,n_obs
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,validation,valid_global_5pct_fpr,0.807304859161377,6065,6065,740,5325,710,101393,0.12201154163231658,0.8779884583676835,0.5103448275862069,0.04989786165407897,0.4896551724137931,0.950102138345921,0.950102138345921,0.05607018711633755,0.013405073589231566,9.101892713989255,9.101892713989255,7.195945945945946,0.17448787902329996,0.8903924070592751,13.016555102201593,108168
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,test,default_0_50,0.5,19446,19446,1175,18271,253,77144,0.06042373752956906,0.9395762624704309,0.822829131652661,0.19148980768223026,0.17717086834733894,0.8085101923177698,0.8085101923177698,0.20079923174622843,0.014745515938167962,4.0977703176302915,4.0977703176302915,15.549787234042553,0.2096095979189137,0.8943246889491006,14.215141660547172,96843
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,test,valid_global_5pct_fpr,0.807304859161377,5212,5212,788,4424,640,90991,0.15118956254796623,0.8488104374520338,0.5518207282913166,0.046365875386469635,0.4481792717086835,0.9536341246135304,0.9536341246135304,0.053819067976002395,0.014745515938167962,10.253256866829616,10.253256866829616,5.614213197969543,0.2096095979189137,0.8943246889491006,14.215141660547172,96843
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,validation,default_0_50,0.5,22664,22664,1185,21479,265,85239,0.05228556300741264,0.9477144369925874,0.8172413793103448,0.20126876440712907,0.18275862068965518,0.798731235592871,0.798731235592871,0.20952592263885808,0.013405073589231566,3.9004308823350415,3.9004308823350415,18.125738396624474,0.16742798622146648,0.8871626930401811,12.48989683696799,108168
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,validation,valid_global_5pct_fpr,0.8296030808770752,6069,6069,735,5334,715,101384,0.12110726643598616,0.8788927335640139,0.506896551724138,0.04998219606814221,0.49310344827586206,0.9500178039318578,0.9500178039318578,0.05610716662968716,0.013405073589231566,9.034435031619138,9.034435031619138,7.257142857142857,0.16742798622146648,0.8871626930401811,12.48989683696799,108168
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,test,default_0_50,0.5,18576,18576,1137,17439,291,77976,0.061208010335917315,0.9387919896640827,0.7962184873949579,0.18277000471623958,0.20378151260504201,0.8172299952837604,0.8172299952837604,0.1918156190948236,0.014745515938167962,4.150957524482662,4.150957524482662,15.3377308707124,0.2005139032445228,0.8870788246126938,13.59829687108496,96843
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,test,valid_global_5pct_fpr,0.8296030808770752,5204,5204,778,4426,650,90989,0.14950038431975404,0.850499615680246,0.5448179271708683,0.04638683645129173,0.45518207282913165,0.9536131635487083,0.9536131635487083,0.053736460043575685,0.014745515938167962,10.138701483668026,10.138701483668026,5.688946015424165,0.2005139032445228,0.8870788246126938,13.59829687108496,96843
anomaly_recency_gate | Random Forest | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,validation,default_0_50,0.5,11154,11154,898,10256,552,96462,0.0805092343553882,0.9194907656446119,0.6193103448275862,0.09610375007027867,0.38068965517241377,0.9038962499297213,0.9038962499297213,0.10311737297537164,0.013405073589231566,6.005877835692159,6.005877835692159,11.420935412026726,0.14626145397385648,0.8765646941891971,10.910902726513177,108168
anomaly_recency_gate | Random Forest | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,validation,valid_global_5pct_fpr,0.6293767473067431,6014,6014,685,5329,765,101389,0.1139008979048886,0.8860991020951114,0.4724137931034483,0.04993534361588486,0.5275862068965518,0.9500646563841152,0.9500646563841152,0.0555986983211301,0.013405073589231566,8.496849879017924,8.496849879017924,7.779562043795621,0.14626145397385648,0.8765646941891971,10.910902726513177,108168
anomaly_recency_gate | Random Forest | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,test,default_0_50,0.5,8752,8752,883,7869,545,87546,0.10089122486288848,0.8991087751371115,0.6183473389355743,0.08247130954252475,0.38165266106442575,0.9175286904574752,0.9175286904574752,0.09037307807482213,0.014745515938167962,6.842163087812822,6.842163087812822,8.911664779161947,0.17300698250379923,0.8754666442377401,11.732853786145258,96843
anomaly_recency_gate | Random Forest | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,test,valid_global_5pct_fpr,0.6293767473067431,4528,4528,667,3861,761,91554,0.14730565371024734,0.8526943462897527,0.46708683473389356,0.04046533563905046,0.5329131652661064,0.9595346643609496,0.9595346643609496,0.04675608975351858,0.014745515938167962,9.989860939959023,9.989860939959023,5.788605697151424,0.17300698250379923,0.8754666442377401,11.732853786145258,96843
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,validation,default_0_50,0.5,25086,25086,1209,23877,241,82841,0.04819421191102607,0.951805788088974,0.8337931034482758,0.22373920050975468,0.16620689655172413,0.7762607994902453,0.7762607994902453,0.23191701797204348,0.013405073589231566,3.5952217337874948,3.5952217337874948,19.74937965260546,0.16868994508699722,0.885913470952449,12.584037227703666,108168
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,validation,valid_global_5pct_fpr,0.8448844059681906,6055,6055,731,5324,719,101394,0.12072667217175888,0.8792733278282411,0.5041379310344828,0.04988849116362751,0.49586206896551727,0.9501115088363725,0.9501115088363725,0.05597773833296354,0.013405073589231566,9.006043224465389,9.006043224465389,7.2831737346101235,0.16868994508699722,0.885913470952449,12.584037227703666,108168
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,test,default_0_50,0.5,25353,25353,1235,24118,193,71297,0.0487121839624502,0.9512878160375497,0.8648459383753502,0.252769480689619,0.13515406162464985,0.747230519310381,0.747230519310381,0.2617948638518014,0.014745515938167962,3.303525232125746,3.303525232125746,19.528744939271256,0.19954114613661011,0.8878330339629432,13.532327181588048,96843
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,full_0_5_recency_weighted,with_isolation_forest_anomaly_score,test,valid_global_5pct_fpr,0.8448844059681906,6586,6586,823,5763,605,89652,0.12496204069237778,0.8750379593076222,0.5763305322128851,0.06039930828486087,0.42366946778711484,0.9396006917151392,0.9396006917151392,0.06800698037029006,0.014745515938167962,8.474579066366905,8.474579066366905,7.002430133657351,0.19954114613661011,0.8878330339629432,13.532327181588048,96843
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,validation,default_0_50,0.5,22588,22588,1195,21393,255,85325,0.0529041969187179,0.947095803081282,0.8241379310344827,0.20046290222830263,0.17586206896551723,0.7995370977716973,0.7995370977716973,0.20882331188521558,0.013405073589231566,3.9465801188302603,3.9465801188302603,17.902092050209205,0.17658545597687775,0.8880417484430446,13.173031449728905,108168
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,validation,valid_global_5pct_fpr,0.8031774759292603,6078,6078,756,5322,694,101396,0.12438302073050346,0.8756169792694966,0.5213793103448275,0.04986975018272456,0.4786206896551724,0.9501302498172755,0.9501302498172755,0.05619037053472376,0.013405073589231566,9.278801783708344,9.278801783708344,7.0396825396825395,0.17658545597687775,0.8880417484430446,13.173031449728905,108168
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,test,default_0_50,0.5,17917,17917,1139,16778,289,78637,0.06357091030864542,0.9364290896913545,0.7976190476190477,0.17584237279253787,0.20238095238095238,0.8241576272074621,0.8241576272074621,0.18501079066117324,0.014745515938167962,4.311202848053325,4.311202848053325,14.73046532045654,0.20072807530818498,0.8916114053439854,13.612821426519998,96843
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,test,valid_global_5pct_fpr,0.8031774759292603,4657,4657,743,3914,685,91501,0.15954477131200342,0.8404552286879966,0.5203081232492998,0.04102080385683593,0.4796918767507003,0.9589791961431641,0.9589791961431641,0.048088142663899304,0.014745515938167962,10.819883955299963,10.819883955299963,5.267833109017497,0.20072807530818498,0.8916114053439854,13.612821426519998,96843
anomaly_recency_gate | LightGBM | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,validation,default_0_50,0.5,22869,22869,1156,21713,294,85005,0.050548777821505096,0.9494512221784949,0.7972413793103448,0.2034614591727731,0.20275862068965517,0.7965385408272269,0.7965385408272269,0.2114211226980253,0.013405073589231566,3.7708691030321124,3.7708691030321124,18.78287197231834,0.15592254930650118,0.8819603324520765,11.631607112679736,108168
anomaly_recency_gate | LightGBM | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,validation,valid_global_5pct_fpr,0.8342239318322594,6064,6064,734,5330,716,101388,0.12104221635883905,0.878957783641161,0.5062068965517241,0.04994471410633632,0.49379310344827587,0.9500552858936637,0.9500552858936637,0.05606094223800015,0.013405073589231566,9.029582385588208,9.029582385588208,7.26158038147139,0.15592254930650118,0.8819603324520765,11.631607112679736,108168
anomaly_recency_gate | LightGBM | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,test,default_0_50,0.5,18020,18020,1132,16888,296,78527,0.062819089900111,0.937180910099889,0.7927170868347339,0.17699523135775297,0.20728291316526612,0.823004768642247,0.823004768642247,0.18607436779116715,0.014745515938167962,4.260216472826645,4.260216472826645,14.918727915194346,0.1962486232968745,0.8830899325091877,13.309037413122702,96843
anomaly_recency_gate | LightGBM | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,test,valid_global_5pct_fpr,0.8342239318322594,4602,4602,710,3892,718,91523,0.15428074750108647,0.8457192524989136,0.49719887955182074,0.040790232143792904,0.5028011204481793,0.959209767856207,0.959209767856207,0.04752021312846566,0.014745515938167962,10.462892458156665,10.462892458156665,5.48169014084507,0.1962486232968745,0.8830899325091877,13.309037413122702,96843
anomaly_recency_gate | Random Forest | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,validation,default_0_50,0.5,9966,9966,868,9098,582,97620,0.08709612683122617,0.9129038731687739,0.5986206896551725,0.08525272212747616,0.4013793103448276,0.9147472778725239,0.9147472778725239,0.09213445751053916,0.013405073589231566,6.497250929020739,6.497250929020739,10.481566820276498,0.14821437481243796,0.8779581313561813,11.05658792738744,108168
anomaly_recency_gate | Random Forest | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,validation,valid_global_5pct_fpr,0.5940478512280815,6029,6029,694,5335,756,101383,0.11511030021562448,0.8848896997843755,0.4786206896551724,0.04999156655859368,0.5213793103448275,0.9500084334414063,0.9500084334414063,0.05573737149619111,0.013405073589231566,8.587069623257701,8.587069623257701,7.687319884726225,0.14821437481243796,0.8779581313561813,11.05658792738744,108168
anomaly_recency_gate | Random Forest | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,test,default_0_50,0.5,7591,7591,852,6739,576,88676,0.11223817678830193,0.887761823211698,0.5966386554621849,0.07062830791804224,0.40336134453781514,0.9293716920819578,0.9293716920819578,0.07838460188139566,0.014745515938167962,7.61168190105709,7.61168190105709,7.90962441314554,0.17515986570780176,0.8783578987325162,11.878856354860396,96843
anomaly_recency_gate | Random Forest | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,test,valid_global_5pct_fpr,0.5940478512280815,4502,4502,673,3829,755,91586,0.14948911594846734,0.8505108840515326,0.47128851540616246,0.04012995860189698,0.5287114845938375,0.9598700413981031,0.9598700413981031,0.04648761397313177,0.014745515938167962,10.137937293975787,10.137937293975787,5.689450222882615,0.17515986570780176,0.8783578987325162,11.878856354860396,96843
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,validation,default_0_50,0.5,28849,28849,1248,27601,202,79117,0.04325973170647163,0.9567402682935284,0.8606896551724138,0.2586349069510298,0.1393103448275862,0.7413650930489701,0.7413650930489701,0.26670549515568376,0.013405073589231566,3.2271163167073262,3.2271163167073262,22.116185897435898,0.16289963992293993,0.883098691944157,12.152088449092805,108168
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,validation,valid_global_5pct_fpr,0.8865081004929057,6030,6030,734,5296,716,101422,0.12172470978441127,0.8782752902155887,0.5062068965517241,0.04962611743098634,0.49379310344827587,0.9503738825690137,0.9503738825690137,0.05574661637452851,0.013405073589231566,9.080495453765653,9.080495453765653,7.215258855585831,0.16289963992293993,0.883098691944157,12.152088449092805,108168
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,test,default_0_50,0.5,21239,21239,1192,20047,236,75368,0.05612316964075521,0.9438768303592447,0.834733893557423,0.21010323324424882,0.16526610644257703,0.7898967667557512,0.7898967667557512,0.2193137346013651,0.014745515938167962,3.806117729355502,3.806117729355502,16.81795302013423,0.1898742276857998,0.8874130787356602,12.876743579675008,96843
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,without_anomaly_scores,test,valid_global_5pct_fpr,0.8865081004929057,4126,4126,658,3468,770,91947,0.159476490547746,0.840523509452254,0.46078431372549017,0.0363464864015092,0.5392156862745098,0.9636535135984908,0.9636535135984908,0.04260504114907634,0.014745515938167962,10.815253343218044,10.815253343218044,5.270516717325228,0.1898742276857998,0.8874130787356602,12.876743579675008,96843
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,validation,default_0_50,0.5,23582,23582,1201,22381,249,84337,0.05092867441268764,0.9490713255873123,0.8282758620689655,0.2097209467943552,0.17172413793103447,0.7902790532056447,0.7902790532056447,0.21801272095259228,0.013405073589231566,3.799208864739032,3.799208864739032,18.635303913405494,0.17671594866748758,0.8882694319737937,13.182766024458479,108168
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,validation,valid_global_5pct_fpr,0.8065626621246338,6091,6091,765,5326,685,101392,0.12559514037103925,0.8744048596289608,0.5275862068965518,0.049907232144530446,0.4724137931034483,0.9500927678554696,0.9500927678554696,0.05631055395310998,0.013405073589231566,9.369224237003154,9.369224237003154,6.962091503267974,0.17671594866748758,0.8882694319737937,13.182766024458479,108168
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,test,default_0_50,0.5,20265,20265,1169,19096,259,76319,0.05768566493955095,0.942314335060449,0.8186274509803921,0.2001362469213436,0.18137254901960784,0.7998637530786564,0.7998637530786564,0.209256218828413,0.014745515938167962,3.9120818275496725,3.9120818275496725,16.335329341317365,0.2103897432182166,0.8923553910376182,14.268048951317752,96843
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,XGBoost,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,test,valid_global_5pct_fpr,0.8065626621246338,5270,5270,784,4486,644,90929,0.14876660341555978,0.8512333965844402,0.5490196078431373,0.047015668395954516,0.45098039215686275,0.9529843316040455,0.9529843316040455,0.05441797548609605,0.014745515938167962,10.088938497600179,10.088938497600179,5.721938775510204,0.2103897432182166,0.8923553910376182,14.268048951317752,96843
anomaly_recency_gate | LightGBM | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,validation,default_0_50,0.5,23173,23173,1162,22011,288,84707,0.05014456479523584,0.9498554352047641,0.8013793103448276,0.20625386532731124,0.1986206896551724,0.7937461346726887,0.7937461346726887,0.21423156571259522,0.013405073589231566,3.7407153688076344,3.7407153688076344,18.94234079173838,0.15587036187960718,0.8821781608118334,11.627714002616102,108168
anomaly_recency_gate | LightGBM | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,validation,valid_global_5pct_fpr,0.8428845095763257,6026,6026,719,5307,731,101411,0.11931629605044806,0.880683703949552,0.49586206896551727,0.04972919282595251,0.5041379310344828,0.9502708071740474,0.9502708071740474,0.055709636861178906,0.013405073589231566,8.900831111161976,8.900831111161976,7.381084840055633,0.15587036187960718,0.8821781608118334,11.627714002616102,108168
anomaly_recency_gate | LightGBM | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,test,default_0_50,0.5,19922,19922,1150,18772,278,76643,0.057725127999196865,0.9422748720008032,0.8053221288515406,0.19674055442016455,0.19467787114845939,0.8032594455798354,0.8032594455798354,0.20571440372561775,0.014745515938167962,3.914758102819483,3.914758102819483,16.323478260869564,0.20106767073080703,0.8847257762823203,13.63585184634702,96843
anomaly_recency_gate | LightGBM | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,LightGBM,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,test,valid_global_5pct_fpr,0.8428845095763257,5263,5263,751,4512,677,90903,0.14269428082842486,0.8573057191715752,0.5259103641456583,0.047288162238641726,0.4740896358543417,0.9527118377613583,0.9527118377613583,0.05434569354522268,0.014745515938167962,9.677130418954587,9.677130418954587,6.0079893475366175,0.20106767073080703,0.8847257762823203,13.63585184634702,96843
anomaly_recency_gate | Random Forest | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,validation,default_0_50,0.5,10016,10016,874,9142,576,97576,0.08726038338658147,0.9127396166134185,0.6027586206896551,0.08566502370734085,0.3972413793103448,0.9143349762926591,0.9143349762926591,0.09259670142740921,0.013405073589231566,6.509504241489479,6.509504241489479,10.459954233409611,0.1491480314696188,0.878371828816003,11.126237426210846,108168
anomaly_recency_gate | Random Forest | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,validation,valid_global_5pct_fpr,0.5945611442627325,6023,6023,705,5318,745,101400,0.11705130333720737,0.8829486966627926,0.4862068965517241,0.049832268220918685,0.5137931034482759,0.9501677317790813,0.9501677317790813,0.0556819022261667,0.013405073589231566,8.731865778882101,8.731865778882101,7.543262411347517,0.1491480314696188,0.878371828816003,11.126237426210846,108168
anomaly_recency_gate | Random Forest | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,test,default_0_50,0.5,7773,7773,845,6928,583,88487,0.10870963591920751,0.8912903640807925,0.5917366946778712,0.07260912854373003,0.40826330532212884,0.92739087145627,0.92739087145627,0.08026393234410334,0.014745515938167962,7.372386044344407,7.372386044344407,8.198816568047338,0.17664521866077215,0.8785513115270738,11.979588873084845,96843
anomaly_recency_gate | Random Forest | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,Random Forest,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,test,valid_global_5pct_fpr,0.5945611442627325,4565,4565,683,3882,745,91533,0.14961664841182915,0.8503833515881709,0.47829131652661067,0.04068542681968244,0.5217086834733894,0.9593145731803175,0.9593145731803175,0.04713815144099212,0.014745515938167962,10.14658619197953,10.14658619197953,5.683748169838946,0.17664521866077215,0.8785513115270738,11.979588873084845,96843
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,validation,default_0_50,0.5,29121,29121,1251,27870,199,78848,0.042958689605439374,0.9570413103945606,0.8627586206896551,0.2611555688824753,0.13724137931034483,0.7388444311175247,0.7388444311175247,0.26922010206345687,0.013405073589231566,3.204658991200804,3.204658991200804,22.27817745803357,0.17045320983434994,0.8854805284439622,12.715574345766871,108168
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,validation,valid_global_5pct_fpr,0.8895374137097527,6066,6066,741,5325,709,101393,0.1221562809099901,0.8778437190900099,0.5110344827586207,0.04989786165407897,0.4889655172413793,0.950102138345921,0.950102138345921,0.05607943199467495,0.013405073589231566,9.112690064463317,9.112690064463317,7.186234817813765,0.17045320983434994,0.8854805284439622,12.715574345766871,108168
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,test,default_0_50,0.5,26818,26818,1248,25570,180,69845,0.04653590871802521,0.9534640912819747,0.8739495798319328,0.26798721375045853,0.12605042016806722,0.7320127862495415,0.7320127862495415,0.2769224414774429,0.014745515938167962,3.15593628009784,3.15593628009784,20.48878205128205,0.19675574119397096,0.8881068562204529,13.343428742610456,96843
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,anomaly_recency_gate,Logistic Regression,advanced_plus_optional_anomaly,model_default_weighting,recent_3_5,with_isolation_forest_anomaly_score,test,valid_global_5pct_fpr,0.8895374137097527,5765,5765,782,4983,646,90432,0.13564614050303556,0.8643538594969644,0.5476190476190477,0.052224493004244615,0.4523809523809524,0.9477755069957554,0.9477755069957554,0.05952934130499881,0.014745515938167962,9.19914508734977,9.19914508734977,6.372122762148337,0.19675574119397096,0.8881068562204529,13.343428742610456,96843
