model,split,topk_pct,topk_label,k,precision_at_k,fdr_at_k,recall_at_k,lift_at_k,fp_per_tp_at_k,fraud_prevalence,captured_frauds
advanced_gate | XGBoost,validation,0.1,top_10.0pct,10817,0.08856429694000185,0.9114357030599981,0.6606896551724138,6.606774394073186,10.291231732776618,0.013405073589231566,958
advanced_gate | XGBoost,test,0.005,top_0.5pct,485,0.38969072164948454,0.6103092783505155,0.1323529411764706,26.427744087325653,1.566137566137566,0.014745515938167962,189
advanced_gate | XGBoost,test,0.01,top_1.0pct,969,0.30856553147574817,0.6914344685242518,0.20938375350140057,20.92605865875762,2.240802675585284,0.014745515938167962,299
advanced_gate | XGBoost,test,0.02,top_2.0pct,1937,0.2447083118224058,0.7552916881775942,0.3319327731092437,16.595439104914036,3.086497890295359,0.014745515938167962,474
advanced_gate | XGBoost,test,0.05,top_5.0pct,4843,0.15878587652281645,0.8412141234771835,0.538515406162465,10.768417815195457,5.29778933680104,0.014745515938167962,769
advanced_gate | XGBoost,test,0.1,top_10.0pct,9685,0.10108415074858028,0.8989158492514198,0.6855742296918768,6.855246786375883,8.892747701736466,0.014745515938167962,979
hyperparameter_tuned | CatBoost,validation,0.005,top_0.5pct,541,0.34935304990757854,0.6506469500924215,0.13034482758620689,26.061255656829623,1.8624338624338623,0.013405073589231566,189
hyperparameter_tuned | CatBoost,validation,0.01,top_1.0pct,1082,0.266173752310536,0.7338262476894639,0.1986206896551724,19.856194786155903,2.7569444444444446,0.013405073589231566,288
hyperparameter_tuned | CatBoost,validation,0.02,top_2.0pct,2164,0.20471349353049909,0.7952865064695009,0.30551724137931036,15.27134425393588,3.884875846501129,0.013405073589231566,443
hyperparameter_tuned | CatBoost,validation,0.05,top_5.0pct,5409,0.13163246441116658,0.8683675355888334,0.4910344827586207,9.819600283053148,6.59691011235955,0.013405073589231566,712
hyperparameter_tuned | CatBoost,validation,0.1,top_10.0pct,10817,0.0863455671627993,0.9136544328372007,0.6441379310344828,6.44126021301081,10.5813704496788,0.013405073589231566,934
hyperparameter_tuned | CatBoost,test,0.005,top_0.5pct,485,0.3917525773195876,0.6082474226804124,0.1330532212885154,26.567573421121025,1.5526315789473684,0.014745515938167962,190
hyperparameter_tuned | CatBoost,test,0.01,top_1.0pct,969,0.31475748194014447,0.6852425180598556,0.21358543417366946,21.345979568297906,2.177049180327869,0.014745515938167962,305
hyperparameter_tuned | CatBoost,test,0.02,top_2.0pct,1937,0.2462570986060919,0.7537429013939081,0.33403361344537813,16.70047352962868,3.060796645702306,0.014745515938167962,477
hyperparameter_tuned | CatBoost,test,0.05,top_5.0pct,4843,0.15506917200082593,0.8449308279991741,0.5259103641456583,10.516361221341727,5.448735019973369,0.014745515938167962,751
hyperparameter_tuned | CatBoost,test,0.1,top_10.0pct,9685,0.09747031491997935,0.9025296850800206,0.6610644257703081,6.610166462041708,9.259533898305085,0.014745515938167962,944
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,validation,0.005,top_0.5pct,541,0.3585951940850277,0.6414048059149723,0.13379310344827586,26.75070686468226,1.788659793814433,0.013405073589231566,194
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,validation,0.01,top_1.0pct,1082,0.27264325323475047,0.7273567467652495,0.20344827586206896,20.33881063165275,2.6677966101694914,0.013405073589231566,295
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,validation,0.02,top_2.0pct,2164,0.20194085027726433,0.7980591497227356,0.30137931034482757,15.064508891580088,3.9519450800915332,0.013405073589231566,437
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,validation,0.05,top_5.0pct,5409,0.1307080791273803,0.8692919208726197,0.48758620689655174,9.750642415896877,6.6506364922206505,0.013405073589231566,707
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,validation,0.1,top_10.0pct,10817,0.087824720347601,0.912175279652399,0.6551724137931034,6.551603000385727,10.386315789473684,0.013405073589231566,950
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,test,0.005,top_0.5pct,485,0.37938144329896906,0.6206185567010309,0.12885154061624648,25.728597418348784,1.6358695652173914,0.014745515938167962,184
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,test,0.01,top_1.0pct,969,0.3126934984520124,0.6873065015479876,0.21218487394957983,21.20600593178448,2.198019801980198,0.014745515938167962,303
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,test,0.02,top_2.0pct,1937,0.24574083634486318,0.7542591636551368,0.3333333333333333,16.6654620547238,3.069327731092437,0.014745515938167962,476
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,test,0.05,top_5.0pct,4843,0.1563080735081561,0.8436919264918439,0.5301120448179272,10.600380085959637,5.397622192866579,0.014745515938167962,757
anomaly_recency_gate | XGBoost | recent_3_5 | with_isolation_forest_anomaly_score,test,0.1,top_10.0pct,9685,0.09922560660815695,0.9007743933918431,0.6729691876750701,6.729205476718308,9.078043704474506,0.014745515938167962,961
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,validation,0.005,top_0.5pct,541,0.3438077634011091,0.6561922365988909,0.12827586206896552,25.647584932118043,1.9086021505376345,0.013405073589231566,186
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,validation,0.01,top_1.0pct,1082,0.26524953789279115,0.7347504621072088,0.19793103448275862,19.78724966537064,2.770034843205575,0.013405073589231566,287
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,validation,0.02,top_2.0pct,2164,0.2024029574861368,0.7975970425138632,0.3020689655172414,15.098981451972719,3.9406392694063928,0.013405073589231566,438
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,validation,0.05,top_5.0pct,5409,0.1314475873544093,0.8685524126455907,0.4903448275862069,9.805808709621894,6.6075949367088604,0.013405073589231566,711
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,validation,0.1,top_10.0pct,10817,0.08717759082925025,0.9128224091707497,0.6503448275862069,6.5033280309092,10.470837751855779,0.013405073589231566,943
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,test,0.005,top_0.5pct,485,0.3752577319587629,0.6247422680412371,0.12745098039215685,25.448938750758035,1.664835164835165,0.014745515938167962,182
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,test,0.01,top_1.0pct,969,0.30030959752321984,0.6996904024767802,0.20378151260504201,20.366164112703906,2.329896907216495,0.014745515938167962,291
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,test,0.02,top_2.0pct,1937,0.23902942694889004,0.7609705730511099,0.3242296918767507,16.210312880960334,3.183585313174946,0.014745515938167962,463
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,test,0.05,top_5.0pct,4843,0.1548626884162709,0.8451373115837291,0.5252100840336135,10.502358077238743,5.457333333333334,0.014745515938167962,750
anomaly_recency_gate | XGBoost | recent_3_5 | without_anomaly_scores,test,0.1,top_10.0pct,9685,0.09974186886938564,0.9002581311306144,0.6764705882352942,6.764216951623189,9.025879917184264,0.014745515938167962,966
balance_gate | XGBoost | random_oversampling,validation,0.005,top_0.5pct,541,0.34011090573012936,0.6598890942698706,0.12689655172413794,25.371804448976988,1.940217391304348,0.013405073589231566,184
balance_gate | XGBoost | random_oversampling,validation,0.01,top_1.0pct,1082,0.25970425138632164,0.7402957486136783,0.19379310344827586,19.373578940659062,2.8505338078291813,0.013405073589231566,281
balance_gate | XGBoost | random_oversampling,validation,0.02,top_2.0pct,2164,0.21025878003696857,0.7897412199630314,0.3137931034482759,15.685014978647459,3.756043956043956,0.013405073589231566,455
balance_gate | XGBoost | random_oversampling,validation,0.05,top_5.0pct,5409,0.13218709558143835,0.8678129044185616,0.49310344827586206,9.860975003346912,6.565034965034965,0.013405073589231566,715
balance_gate | XGBoost | random_oversampling,validation,0.1,top_10.0pct,10817,0.08606822594064897,0.913931774059351,0.6420689655172414,6.4205709403780125,10.618689581095596,0.013405073589231566,931
balance_gate | XGBoost | random_oversampling,test,0.005,top_0.5pct,485,0.3628865979381443,0.6371134020618556,0.12324929971988796,24.60996274798579,1.7556818181818181,0.014745515938167962,176
balance_gate | XGBoost | random_oversampling,test,0.01,top_1.0pct,969,0.2930856553147575,0.7069143446852425,0.19887955182072828,19.876256384906906,2.4119718309859155,0.014745515938167962,284
balance_gate | XGBoost | random_oversampling,test,0.02,top_2.0pct,1937,0.22560660815694372,0.7743933918430563,0.30602240896358546,15.300014533433405,3.4324942791762014,0.014745515938167962,437
balance_gate | XGBoost | random_oversampling,test,0.05,top_5.0pct,4843,0.15383027049349576,0.8461697295065043,0.5217086834733894,10.432342356723817,5.500671140939597,0.014745515938167962,745
balance_gate | XGBoost | random_oversampling,test,0.1,top_10.0pct,9685,0.09881259679917398,0.901187403200826,0.6701680672268907,6.701196296794402,9.120167189132706,0.014745515938167962,957
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | without_anomaly_scores,validation,0.005,top_0.5pct,541,0.33271719038817005,0.66728280961183,0.12413793103448276,24.82024348269488,2.0055555555555555,0.013405073589231566,180
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | without_anomaly_scores,validation,0.01,top_1.0pct,1082,0.2643253234750462,0.7356746765249538,0.19724137931034483,19.71830454458538,2.7832167832167833,0.013405073589231566,286
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | without_anomaly_scores,validation,0.02,top_2.0pct,2164,0.20517560073937152,0.7948243992606285,0.3062068965517241,15.305816814328509,3.873873873873874,0.013405073589231566,444
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | without_anomaly_scores,validation,0.05,top_5.0pct,5409,0.1323719726381956,0.8676280273618044,0.49379310344827587,9.874766576778168,6.554469273743017,0.013405073589231566,716
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | without_anomaly_scores,validation,0.1,top_10.0pct,10817,0.08810206156975131,0.9118979384302487,0.6572413793103449,6.572292273018523,10.350472193074502,0.013405073589231566,953
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | without_anomaly_scores,test,0.005,top_0.5pct,485,0.37938144329896906,0.6206185567010309,0.12885154061624648,25.728597418348784,1.6358695652173914,0.014745515938167962,184
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | without_anomaly_scores,test,0.01,top_1.0pct,969,0.31166150670794635,0.6883384932920537,0.211484593837535,21.136019113527766,2.2086092715231787,0.014745515938167962,302
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | without_anomaly_scores,test,0.02,top_2.0pct,1937,0.2447083118224058,0.7552916881775942,0.3319327731092437,16.595439104914036,3.086497890295359,0.014745515938167962,474
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | without_anomaly_scores,test,0.05,top_5.0pct,4843,0.15961181086103654,0.8403881891389635,0.5413165266106442,10.824430391607397,5.265200517464424,0.014745515938167962,773
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | without_anomaly_scores,test,0.1,top_10.0pct,9685,0.10170366546205473,0.8982963345379453,0.6897759103641457,6.897260556261741,8.83248730964467,0.014745515938167962,985
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.005,top_0.5pct,541,0.34011090573012936,0.6598890942698706,0.12689655172413794,25.371804448976988,1.940217391304348,0.013405073589231566,184
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.01,top_1.0pct,1082,0.26709796672828096,0.7329020332717191,0.1993103448275862,19.92513990694117,2.7439446366782008,0.013405073589231566,289
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.02,top_2.0pct,2164,0.20055452865064696,0.7994454713493531,0.2993103448275862,14.961091210402193,3.986175115207373,0.013405073589231566,434
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.05,top_5.0pct,5409,0.1310778332408948,0.8689221667591052,0.4889655172413793,9.778225562759385,6.6290550070521865,0.013405073589231566,709
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.1,top_10.0pct,10817,0.08773227327355089,0.9122677267264491,0.6544827586206896,6.544706576174795,10.398314014752371,0.013405073589231566,949
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.005,top_0.5pct,485,0.37731958762886597,0.622680412371134,0.12815126050420167,25.588768084553408,1.650273224043716,0.014745515938167962,183
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.01,top_1.0pct,969,0.31166150670794635,0.6883384932920537,0.211484593837535,21.136019113527766,2.2086092715231787,0.014745515938167962,302
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.02,top_2.0pct,1937,0.24419204956117707,0.7558079504388229,0.33123249299719887,16.560427630009155,3.095137420718816,0.014745515938167962,473
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.05,top_5.0pct,4843,0.15734049143093123,0.8426595085690688,0.5336134453781513,10.670395806474561,5.3556430446194225,0.014745515938167962,762
anomaly_recency_gate | XGBoost | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.1,top_10.0pct,9685,0.10067114093959731,0.8993288590604027,0.6827731092436975,6.827237606451976,8.933333333333334,0.014745515938167962,975
balance_gate | XGBoost | random_undersampling,validation,0.005,top_0.5pct,541,0.32717190388170053,0.6728280961182995,0.12206896551724138,24.406572757983298,2.056497175141243,0.013405073589231566,177
balance_gate | XGBoost | random_undersampling,validation,0.01,top_1.0pct,1082,0.2587800369685767,0.7412199630314233,0.19310344827586207,19.304633819873796,2.8642857142857143,0.013405073589231566,280
balance_gate | XGBoost | random_undersampling,validation,0.02,top_2.0pct,2164,0.20748613678373382,0.7925138632162662,0.3096551724137931,15.478179616291667,3.819599109131403,0.013405073589231566,449
balance_gate | XGBoost | random_undersampling,validation,0.05,top_5.0pct,5409,0.13089295618413754,0.8691070438158625,0.4882758620689655,9.764433989328131,6.639830508474576,0.013405073589231566,708
balance_gate | XGBoost | random_undersampling,validation,0.1,top_10.0pct,10817,0.08708514375520014,0.9129148562447998,0.6496551724137931,6.496431606698268,10.483014861995754,0.013405073589231566,942
balance_gate | XGBoost | random_undersampling,test,0.005,top_0.5pct,485,0.3979381443298969,0.6020618556701032,0.13515406162464985,26.987061422507146,1.5129533678756477,0.014745515938167962,193
balance_gate | XGBoost | random_undersampling,test,0.01,top_1.0pct,969,0.30856553147574817,0.6914344685242518,0.20938375350140057,20.92605865875762,2.240802675585284,0.014745515938167962,299
balance_gate | XGBoost | random_undersampling,test,0.02,top_2.0pct,1937,0.23696437790397523,0.7630356220960248,0.32142857142857145,16.070266981340808,3.2200435729847494,0.014745515938167962,459
balance_gate | XGBoost | random_undersampling,test,0.05,top_5.0pct,4843,0.15589510633904605,0.844104893660954,0.5287114845938375,10.572373797753666,5.414569536423841,0.014745515938167962,755
balance_gate | XGBoost | random_undersampling,test,0.1,top_10.0pct,9685,0.09943211151264843,0.9005678884873516,0.6743697478991597,6.74321006668026,9.05711318795431,0.014745515938167962,963
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,validation,0.005,top_0.5pct,541,0.3585951940850277,0.6414048059149723,0.13379310344827586,26.75070686468226,1.788659793814433,0.013405073589231566,194
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,validation,0.01,top_1.0pct,1082,0.27634011090573013,0.7236598890942698,0.20620689655172414,20.614591114793804,2.6187290969899664,0.013405073589231566,299
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,validation,0.02,top_2.0pct,2164,0.20517560073937152,0.7948243992606285,0.3062068965517241,15.305816814328509,3.873873873873874,0.013405073589231566,444
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,validation,0.05,top_5.0pct,5409,0.1294139397300795,0.8705860602699205,0.4827586206896552,9.654101401878096,6.727142857142857,0.013405073589231566,700
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,validation,0.1,top_10.0pct,10817,0.08523620227419802,0.914763797725802,0.6358620689655172,6.358503122479622,10.732104121475054,0.013405073589231566,922
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,test,0.005,top_0.5pct,485,0.3649484536082474,0.6350515463917525,0.12394957983193278,24.749792081781166,1.7401129943502824,0.014745515938167962,177
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,test,0.01,top_1.0pct,969,0.29205366357069146,0.7079463364293086,0.19817927170868346,19.80626956665019,2.4240282685512367,0.014745515938167962,283
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,test,0.02,top_2.0pct,1937,0.2364481156427465,0.7635518843572535,0.32072829131652664,16.035255506435924,3.2292576419213974,0.014745515938167962,458
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,test,0.05,top_5.0pct,4843,0.14639686144951478,0.8536031385504852,0.4964985994397759,9.928229169016358,5.830747531734838,0.014745515938167962,709
anomaly_recency_gate | Logistic Regression | recent_3_5 | with_isolation_forest_anomaly_score,test,0.1,top_10.0pct,9685,0.09839958699019102,0.901600413009809,0.6673669467787114,6.673187116870497,9.162644281217208,0.014745515938167962,953
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | without_anomaly_scores,validation,0.005,top_0.5pct,541,0.33086876155268025,0.6691312384473198,0.12344827586206897,24.682353241124357,2.022346368715084,0.013405073589231566,179
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | without_anomaly_scores,validation,0.01,top_1.0pct,1082,0.2634011090573013,0.7365988909426987,0.19655172413793104,19.649359423800114,2.7964912280701753,0.013405073589231566,285
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | without_anomaly_scores,validation,0.02,top_2.0pct,2164,0.19593345656192238,0.8040665434380776,0.2924137931034483,14.616365606475874,4.10377358490566,0.013405073589231566,424
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | without_anomaly_scores,validation,0.05,top_5.0pct,5409,0.12664078387872066,0.8733592161212793,0.4724137931034483,9.44722780040928,6.896350364963504,0.013405073589231566,685
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | without_anomaly_scores,validation,0.1,top_10.0pct,10817,0.08671535545899972,0.9132846445410003,0.646896551724138,6.468845909854539,10.531982942430703,0.013405073589231566,938
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | without_anomaly_scores,test,0.005,top_0.5pct,485,0.3628865979381443,0.6371134020618556,0.12324929971988796,24.60996274798579,1.7556818181818181,0.014745515938167962,176
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | without_anomaly_scores,test,0.01,top_1.0pct,969,0.32507739938080493,0.6749226006191951,0.22058823529411764,22.04584775086505,2.0761904761904764,0.014745515938167962,315
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | without_anomaly_scores,test,0.02,top_2.0pct,1937,0.24212700051626226,0.7578729994837378,0.3284313725490196,16.420381730389625,3.1300639658848612,0.014745515938167962,469
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | without_anomaly_scores,test,0.05,top_5.0pct,4843,0.15816642576915135,0.8418335742308487,0.5364145658263305,10.726408382886502,5.322454308093994,0.014745515938167962,766
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | without_anomaly_scores,test,0.1,top_10.0pct,9685,0.09932885906040269,0.9006711409395973,0.6736694677871149,6.736207771699284,9.067567567567568,0.014745515938167962,962
anomaly_recency_gate | LightGBM | full_0_5 | with_isolation_forest_anomaly_score,validation,0.005,top_0.5pct,541,0.33271719038817005,0.66728280961183,0.12413793103448276,24.82024348269488,2.0055555555555555,0.013405073589231566,180
anomaly_recency_gate | LightGBM | full_0_5 | with_isolation_forest_anomaly_score,validation,0.01,top_1.0pct,1082,0.26524953789279115,0.7347504621072088,0.19793103448275862,19.78724966537064,2.770034843205575,0.013405073589231566,287
anomaly_recency_gate | LightGBM | full_0_5 | with_isolation_forest_anomaly_score,validation,0.02,top_2.0pct,2164,0.20147874306839186,0.7985212569316081,0.3006896551724138,15.030036331187455,3.963302752293578,0.013405073589231566,436
anomaly_recency_gate | LightGBM | full_0_5 | with_isolation_forest_anomaly_score,validation,0.05,top_5.0pct,5409,0.13052320207062304,0.8694767979293769,0.4868965517241379,9.736850842465623,6.661473087818697,0.013405073589231566,706
anomaly_recency_gate | LightGBM | full_0_5 | with_isolation_forest_anomaly_score,validation,0.1,top_10.0pct,10817,0.08763982619950078,0.9123601738004992,0.6537931034482759,6.537810151963862,10.410337552742616,0.013405073589231566,948
anomaly_recency_gate | LightGBM | full_0_5 | with_isolation_forest_anomaly_score,test,0.005,top_0.5pct,485,0.354639175257732,0.645360824742268,0.12044817927170869,24.050645412804297,1.819767441860465,0.014745515938167962,172
anomaly_recency_gate | LightGBM | full_0_5 | with_isolation_forest_anomaly_score,test,0.01,top_1.0pct,969,0.3126934984520124,0.6873065015479876,0.21218487394957983,21.20600593178448,2.198019801980198,0.014745515938167962,303
anomaly_recency_gate | LightGBM | full_0_5 | with_isolation_forest_anomaly_score,test,0.02,top_2.0pct,1937,0.24264326277749096,0.7573567372225091,0.3291316526610644,16.45539320529451,3.1212765957446806,0.014745515938167962,470
anomaly_recency_gate | LightGBM | full_0_5 | with_isolation_forest_anomaly_score,test,0.05,top_5.0pct,4843,0.15527565558538095,0.8447243444146191,0.5266106442577031,10.530364365444711,5.440159574468085,0.014745515938167962,752
anomaly_recency_gate | LightGBM | full_0_5 | with_isolation_forest_anomaly_score,test,0.1,top_10.0pct,9685,0.09901910170366546,0.9009808982963345,0.6715686274509803,6.715200886756354,9.099061522419186,0.014745515938167962,959
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.005,top_0.5pct,541,0.3364140480591497,0.6635859519408502,0.12551724137931033,25.096023965835933,1.9725274725274726,0.013405073589231566,182
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.01,top_1.0pct,1082,0.266173752310536,0.7338262476894639,0.1986206896551724,19.856194786155903,2.7569444444444446,0.013405073589231566,288
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.02,top_2.0pct,2164,0.20286506469500923,0.7971349353049908,0.3027586206896552,15.13345401236535,3.929384965831435,0.013405073589231566,439
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.05,top_5.0pct,5409,0.12867443150305047,0.8713255684969495,0.48,9.598935108153077,6.771551724137931,0.013405073589231566,696
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.1,top_10.0pct,10817,0.08560599057039844,0.9143940094296016,0.6386206896551724,6.3860888193233505,10.681425485961123,0.013405073589231566,926
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.005,top_0.5pct,485,0.3670103092783505,0.6329896907216495,0.12464985994397759,24.88962141557654,1.7247191011235956,0.014745515938167962,178
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.01,top_1.0pct,969,0.304437564499484,0.695562435500516,0.20658263305322128,20.646111385730762,2.2847457627118644,0.014745515938167962,295
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.02,top_2.0pct,1937,0.2343830665978317,0.7656169334021683,0.3179271708683473,15.895209606816397,3.2665198237885464,0.014745515938167962,454
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.05,top_5.0pct,4843,0.1503200495560603,0.8496799504439397,0.5098039215686274,10.194288906973073,5.652472527472527,0.014745515938167962,728
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.1,top_10.0pct,9685,0.09757356737222508,0.9024264326277749,0.6617647058823529,6.617168757022685,9.248677248677248,0.014745515938167962,945
anomaly_recency_gate | Logistic Regression | full_0_5 | with_isolation_forest_anomaly_score,validation,0.005,top_0.5pct,541,0.34011090573012936,0.6598890942698706,0.12689655172413794,25.371804448976988,1.940217391304348,0.013405073589231566,184
anomaly_recency_gate | Logistic Regression | full_0_5 | with_isolation_forest_anomaly_score,validation,0.01,top_1.0pct,1082,0.25970425138632164,0.7402957486136783,0.19379310344827586,19.373578940659062,2.8505338078291813,0.013405073589231566,281
anomaly_recency_gate | Logistic Regression | full_0_5 | with_isolation_forest_anomaly_score,validation,0.02,top_2.0pct,2164,0.20378927911275416,0.7962107208872459,0.3041379310344828,15.202399133150614,3.9070294784580497,0.013405073589231566,441
anomaly_recency_gate | Logistic Regression | full_0_5 | with_isolation_forest_anomaly_score,validation,0.05,top_5.0pct,5409,0.1284895544462932,0.8715104455537068,0.4793103448275862,9.585143534721823,6.78273381294964,0.013405073589231566,695
anomaly_recency_gate | Logistic Regression | full_0_5 | with_isolation_forest_anomaly_score,validation,0.1,top_10.0pct,10817,0.08588333179254877,0.9141166682074512,0.6406896551724138,6.406778091956149,10.643702906350915,0.013405073589231566,929
anomaly_recency_gate | Logistic Regression | full_0_5 | with_isolation_forest_anomaly_score,test,0.005,top_0.5pct,485,0.36907216494845363,0.6309278350515464,0.1253501400560224,25.029450749371914,1.7094972067039107,0.014745515938167962,179
anomaly_recency_gate | Logistic Regression | full_0_5 | with_isolation_forest_anomaly_score,test,0.01,top_1.0pct,969,0.30546955624355004,0.6945304437564499,0.20728291316526612,20.716098203987478,2.2736486486486487,0.014745515938167962,296
anomaly_recency_gate | Logistic Regression | full_0_5 | with_isolation_forest_anomaly_score,test,0.02,top_2.0pct,1937,0.2343830665978317,0.7656169334021683,0.3179271708683473,15.895209606816397,3.2665198237885464,0.014745515938167962,454
anomaly_recency_gate | Logistic Regression | full_0_5 | with_isolation_forest_anomaly_score,test,0.05,top_5.0pct,4843,0.14928763163328515,0.8507123683667148,0.5063025210084033,10.124273186458147,5.698478561549101,0.014745515938167962,723
anomaly_recency_gate | Logistic Regression | full_0_5 | with_isolation_forest_anomaly_score,test,0.1,top_10.0pct,9685,0.09716055756324213,0.9028394424367578,0.6589635854341737,6.58915957709878,9.292242295430393,0.014745515938167962,941
balance_gate | LightGBM | class_weight,validation,0.005,top_0.5pct,541,0.33086876155268025,0.6691312384473198,0.12344827586206897,24.682353241124357,2.022346368715084,0.013405073589231566,179
balance_gate | LightGBM | class_weight,validation,0.01,top_1.0pct,1082,0.26524953789279115,0.7347504621072088,0.19793103448275862,19.78724966537064,2.770034843205575,0.013405073589231566,287
balance_gate | LightGBM | class_weight,validation,0.02,top_2.0pct,2164,0.2033271719038817,0.7966728280961183,0.30344827586206896,15.167926572757983,3.918181818181818,0.013405073589231566,440
balance_gate | LightGBM | class_weight,validation,0.05,top_5.0pct,5409,0.12756516916250693,0.8724348308374931,0.47586206896551725,9.516185667565551,6.839130434782609,0.013405073589231566,690
balance_gate | LightGBM | class_weight,validation,0.1,top_10.0pct,10817,0.08449662568179717,0.9155033743182028,0.6303448275862069,6.303331728792163,10.834792122538293,0.013405073589231566,914
balance_gate | LightGBM | class_weight,test,0.005,top_0.5pct,485,0.3835051546391753,0.6164948453608248,0.13025210084033614,26.008256085939532,1.60752688172043,0.014745515938167962,186
