model,split,topk_pct,topk_label,k,precision_at_k,fdr_at_k,recall_at_k,lift_at_k,fp_per_tp_at_k,fraud_prevalence,captured_frauds
balance_gate | LightGBM | class_weight,test,0.01,top_1.0pct,969,0.30856553147574817,0.6914344685242518,0.20938375350140057,20.92605865875762,2.240802675585284,0.014745515938167962,299
balance_gate | LightGBM | class_weight,test,0.02,top_2.0pct,1937,0.23335054207537428,0.7666494579246257,0.3165266106442577,15.825186657006633,3.2853982300884956,0.014745515938167962,452
balance_gate | LightGBM | class_weight,test,0.05,top_5.0pct,4843,0.1548626884162709,0.8451373115837291,0.5252100840336135,10.502358077238743,5.457333333333334,0.014745515938167962,750
balance_gate | LightGBM | class_weight,test,0.1,top_10.0pct,9685,0.09839958699019102,0.901600413009809,0.6673669467787114,6.673187116870497,9.162644281217208,0.014745515938167962,953
baseline | LightGBM,validation,0.005,top_0.5pct,541,0.33086876155268025,0.6691312384473198,0.12344827586206897,24.682353241124357,2.022346368715084,0.013405073589231566,179
baseline | LightGBM,validation,0.01,top_1.0pct,1082,0.26524953789279115,0.7347504621072088,0.19793103448275862,19.78724966537064,2.770034843205575,0.013405073589231566,287
baseline | LightGBM,validation,0.02,top_2.0pct,2164,0.2033271719038817,0.7966728280961183,0.30344827586206896,15.167926572757983,3.918181818181818,0.013405073589231566,440
baseline | LightGBM,validation,0.05,top_5.0pct,5409,0.12756516916250693,0.8724348308374931,0.47586206896551725,9.516185667565551,6.839130434782609,0.013405073589231566,690
baseline | LightGBM,validation,0.1,top_10.0pct,10817,0.08449662568179717,0.9155033743182028,0.6303448275862069,6.303331728792163,10.834792122538293,0.013405073589231566,914
baseline | LightGBM,test,0.005,top_0.5pct,485,0.3835051546391753,0.6164948453608248,0.13025210084033614,26.008256085939532,1.60752688172043,0.014745515938167962,186
baseline | LightGBM,test,0.01,top_1.0pct,969,0.30856553147574817,0.6914344685242518,0.20938375350140057,20.92605865875762,2.240802675585284,0.014745515938167962,299
baseline | LightGBM,test,0.02,top_2.0pct,1937,0.23335054207537428,0.7666494579246257,0.3165266106442577,15.825186657006633,3.2853982300884956,0.014745515938167962,452
baseline | LightGBM,test,0.05,top_5.0pct,4843,0.1548626884162709,0.8451373115837291,0.5252100840336135,10.502358077238743,5.457333333333334,0.014745515938167962,750
baseline | LightGBM,test,0.1,top_10.0pct,9685,0.09839958699019102,0.901600413009809,0.6673669467787114,6.673187116870497,9.162644281217208,0.014745515938167962,953
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.005,top_0.5pct,541,0.3419593345656192,0.6580406654343808,0.12758620689655173,25.509694690547516,1.9243243243243244,0.013405073589231566,185
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.01,top_1.0pct,1082,0.26524953789279115,0.7347504621072088,0.19793103448275862,19.78724966537064,2.770034843205575,0.013405073589231566,287
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.02,top_2.0pct,2164,0.1987060998151571,0.8012939001848429,0.296551724137931,14.823200968831664,4.032558139534884,0.013405073589231566,430
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.05,top_5.0pct,5409,0.13052320207062304,0.8694767979293769,0.4868965517241379,9.736850842465623,6.661473087818697,0.013405073589231566,706
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,validation,0.1,top_10.0pct,10817,0.08773227327355089,0.9122677267264491,0.6544827586206896,6.544706576174795,10.398314014752371,0.013405073589231566,949
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.005,top_0.5pct,485,0.3731958762886598,0.6268041237113402,0.12675070028011204,25.309109416962663,1.6795580110497237,0.014745515938167962,181
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.01,top_1.0pct,969,0.3126934984520124,0.6873065015479876,0.21218487394957983,21.20600593178448,2.198019801980198,0.014745515938167962,303
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.02,top_2.0pct,1937,0.24264326277749096,0.7573567372225091,0.3291316526610644,16.45539320529451,3.1212765957446806,0.014745515938167962,470
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.05,top_5.0pct,4843,0.15465620483171588,0.8453437951682841,0.5245098039215687,10.488354933135756,5.465954606141522,0.014745515938167962,749
anomaly_recency_gate | LightGBM | full_0_5_recency_weighted | with_isolation_forest_anomaly_score,test,0.1,top_10.0pct,9685,0.09984512132163138,0.9001548786783686,0.677170868347339,6.771219246604165,9.01551189245088,0.014745515938167962,967
hyperparameter_tuned | LightGBM,validation,0.005,top_0.5pct,541,0.3234750462107209,0.6765249537892791,0.1206896551724138,24.130792274842243,2.0914285714285716,0.013405073589231566,175
hyperparameter_tuned | LightGBM,validation,0.01,top_1.0pct,1082,0.26709796672828096,0.7329020332717191,0.1993103448275862,19.92513990694117,2.7439446366782008,0.013405073589231566,289
hyperparameter_tuned | LightGBM,validation,0.02,top_2.0pct,2164,0.20147874306839186,0.7985212569316081,0.3006896551724138,15.030036331187455,3.963302752293578,0.013405073589231566,436
hyperparameter_tuned | LightGBM,validation,0.05,top_5.0pct,5409,0.12830467738953596,0.871695322610464,0.4786206896551724,9.571351961290569,6.793948126801153,0.013405073589231566,694
hyperparameter_tuned | LightGBM,validation,0.1,top_10.0pct,10817,0.08523620227419802,0.914763797725802,0.6358620689655172,6.358503122479622,10.732104121475054,0.013405073589231566,922
hyperparameter_tuned | LightGBM,test,0.005,top_0.5pct,485,0.3731958762886598,0.6268041237113402,0.12675070028011204,25.309109416962663,1.6795580110497237,0.014745515938167962,181
hyperparameter_tuned | LightGBM,test,0.01,top_1.0pct,969,0.3013415892672859,0.6986584107327141,0.20448179271708683,20.436150930960622,2.3184931506849313,0.014745515938167962,292
hyperparameter_tuned | LightGBM,test,0.02,top_2.0pct,1937,0.233866804336603,0.766133195663397,0.3172268907563025,15.860198131911517,3.2759381898454745,0.014745515938167962,453
hyperparameter_tuned | LightGBM,test,0.05,top_5.0pct,4843,0.14763576295684494,0.852364237043155,0.5007002801120448,10.012248033634268,5.7734265734265735,0.014745515938167962,715
hyperparameter_tuned | LightGBM,test,0.1,top_10.0pct,9685,0.09612803304078472,0.9038719669592152,0.6519607843137255,6.519136627289016,9.402792696025779,0.014745515938167962,931
anomaly_recency_gate | LightGBM | full_0_5 | without_anomaly_scores,validation,0.005,top_0.5pct,541,0.32162661737523107,0.6783733826247689,0.12,23.99290203327172,2.1091954022988504,0.013405073589231566,174
anomaly_recency_gate | LightGBM | full_0_5 | without_anomaly_scores,validation,0.01,top_1.0pct,1082,0.2578558225508318,0.7421441774491682,0.19241379310344828,19.23568869908853,2.878136200716846,0.013405073589231566,279
anomaly_recency_gate | LightGBM | full_0_5 | without_anomaly_scores,validation,0.02,top_2.0pct,2164,0.20286506469500923,0.7971349353049908,0.3027586206896552,15.13345401236535,3.929384965831435,0.013405073589231566,439
anomaly_recency_gate | LightGBM | full_0_5 | without_anomaly_scores,validation,0.05,top_5.0pct,5409,0.1301534479571085,0.8698465520428915,0.48551724137931035,9.709267695603112,6.683238636363637,0.013405073589231566,704
anomaly_recency_gate | LightGBM | full_0_5 | without_anomaly_scores,validation,0.1,top_10.0pct,10817,0.08763982619950078,0.9123601738004992,0.6537931034482759,6.537810151963862,10.410337552742616,0.013405073589231566,948
anomaly_recency_gate | LightGBM | full_0_5 | without_anomaly_scores,test,0.005,top_0.5pct,485,0.36907216494845363,0.6309278350515464,0.1253501400560224,25.029450749371914,1.7094972067039107,0.014745515938167962,179
anomaly_recency_gate | LightGBM | full_0_5 | without_anomaly_scores,test,0.01,top_1.0pct,969,0.3302373581011352,0.6697626418988648,0.22408963585434175,22.395781842148626,2.028125,0.014745515938167962,320
anomaly_recency_gate | LightGBM | full_0_5 | without_anomaly_scores,test,0.02,top_2.0pct,1937,0.2467733608673206,0.7532266391326794,0.33473389355742295,16.735485004533565,3.0523012552301254,0.014745515938167962,478
anomaly_recency_gate | LightGBM | full_0_5 | without_anomaly_scores,test,0.05,top_5.0pct,4843,0.1563080735081561,0.8436919264918439,0.5301120448179272,10.600380085959637,5.397622192866579,0.014745515938167962,757
anomaly_recency_gate | LightGBM | full_0_5 | without_anomaly_scores,test,0.1,top_10.0pct,9685,0.10098089829633454,0.8990191017036655,0.6848739495798319,6.848244491394906,8.902862985685072,0.014745515938167962,978
advanced_gate | LightGBM,validation,0.005,top_0.5pct,541,0.32162661737523107,0.6783733826247689,0.12,23.99290203327172,2.1091954022988504,0.013405073589231566,174
advanced_gate | LightGBM,validation,0.01,top_1.0pct,1082,0.2578558225508318,0.7421441774491682,0.19241379310344828,19.23568869908853,2.878136200716846,0.013405073589231566,279
advanced_gate | LightGBM,validation,0.02,top_2.0pct,2164,0.20286506469500923,0.7971349353049908,0.3027586206896552,15.13345401236535,3.929384965831435,0.013405073589231566,439
advanced_gate | LightGBM,validation,0.05,top_5.0pct,5409,0.1301534479571085,0.8698465520428915,0.48551724137931035,9.709267695603112,6.683238636363637,0.013405073589231566,704
advanced_gate | LightGBM,validation,0.1,top_10.0pct,10817,0.08763982619950078,0.9123601738004992,0.6537931034482759,6.537810151963862,10.410337552742616,0.013405073589231566,948
advanced_gate | LightGBM,test,0.005,top_0.5pct,485,0.36907216494845363,0.6309278350515464,0.1253501400560224,25.029450749371914,1.7094972067039107,0.014745515938167962,179
advanced_gate | LightGBM,test,0.01,top_1.0pct,969,0.3302373581011352,0.6697626418988648,0.22408963585434175,22.395781842148626,2.028125,0.014745515938167962,320
advanced_gate | LightGBM,test,0.02,top_2.0pct,1937,0.2467733608673206,0.7532266391326794,0.33473389355742295,16.735485004533565,3.0523012552301254,0.014745515938167962,478
advanced_gate | LightGBM,test,0.05,top_5.0pct,4843,0.1563080735081561,0.8436919264918439,0.5301120448179272,10.600380085959637,5.397622192866579,0.014745515938167962,757
advanced_gate | LightGBM,test,0.1,top_10.0pct,9685,0.10098089829633454,0.8990191017036655,0.6848739495798319,6.848244491394906,8.902862985685072,0.014745515938167962,978
balance_gate | LightGBM | random_oversampling,validation,0.005,top_0.5pct,541,0.32717190388170053,0.6728280961182995,0.12206896551724138,24.406572757983298,2.056497175141243,0.013405073589231566,177
balance_gate | LightGBM | random_oversampling,validation,0.01,top_1.0pct,1082,0.2578558225508318,0.7421441774491682,0.19241379310344828,19.23568869908853,2.878136200716846,0.013405073589231566,279
balance_gate | LightGBM | random_oversampling,validation,0.02,top_2.0pct,2164,0.205637707948244,0.794362292051756,0.30689655172413793,15.340289374721142,3.8629213483146065,0.013405073589231566,445
balance_gate | LightGBM | random_oversampling,validation,0.05,top_5.0pct,5409,0.13200221852468108,0.8679977814753189,0.4924137931034483,9.847183429915656,6.57563025210084,0.013405073589231566,714
balance_gate | LightGBM | random_oversampling,validation,0.1,top_10.0pct,10817,0.08662290838494961,0.9133770916150504,0.6462068965517241,6.461949485643606,10.544290288153682,0.013405073589231566,937
balance_gate | LightGBM | random_oversampling,test,0.005,top_0.5pct,485,0.3628865979381443,0.6371134020618556,0.12324929971988796,24.60996274798579,1.7556818181818181,0.014745515938167962,176
balance_gate | LightGBM | random_oversampling,test,0.01,top_1.0pct,969,0.304437564499484,0.695562435500516,0.20658263305322128,20.646111385730762,2.2847457627118644,0.014745515938167962,295
balance_gate | LightGBM | random_oversampling,test,0.02,top_2.0pct,1937,0.24367578729994838,0.7563242127000516,0.33053221288515405,16.52541615510427,3.1038135593220337,0.014745515938167962,472
balance_gate | LightGBM | random_oversampling,test,0.05,top_5.0pct,4843,0.15610158992360107,0.8438984100763989,0.5294117647058824,10.586376941856651,5.406084656084656,0.014745515938167962,756
balance_gate | LightGBM | random_oversampling,test,0.1,top_10.0pct,9685,0.09922560660815695,0.9007743933918431,0.6729691876750701,6.729205476718308,9.078043704474506,0.014745515938167962,961
balance_gate | LightGBM | smote,validation,0.005,top_0.5pct,541,0.3290203327171904,0.6709796672828097,0.12275862068965518,24.544462999553826,2.039325842696629,0.013405073589231566,178
balance_gate | LightGBM | smote,validation,0.01,top_1.0pct,1082,0.26247689463955637,0.7375231053604436,0.19586206896551725,19.580414303014848,2.8098591549295775,0.013405073589231566,284
balance_gate | LightGBM | smote,validation,0.02,top_2.0pct,2164,0.20055452865064696,0.7994454713493531,0.2993103448275862,14.961091210402193,3.986175115207373,0.013405073589231566,434
balance_gate | LightGBM | smote,validation,0.05,top_5.0pct,5409,0.12959881678683674,0.8704011832131633,0.48344827586206895,9.667892975309348,6.716119828815978,0.013405073589231566,701
balance_gate | LightGBM | smote,validation,0.1,top_10.0pct,10817,0.08708514375520014,0.9129148562447998,0.6496551724137931,6.496431606698268,10.483014861995754,0.013405073589231566,942
balance_gate | LightGBM | smote,test,0.005,top_0.5pct,485,0.36907216494845363,0.6309278350515464,0.1253501400560224,25.029450749371914,1.7094972067039107,0.014745515938167962,179
balance_gate | LightGBM | smote,test,0.01,top_1.0pct,969,0.30959752321981426,0.6904024767801857,0.21008403361344538,20.996045477014338,2.23,0.014745515938167962,300
balance_gate | LightGBM | smote,test,0.02,top_2.0pct,1937,0.24006195147134746,0.7599380485286525,0.32563025210084034,16.2803358307701,3.1655913978494623,0.014745515938167962,465
balance_gate | LightGBM | smote,test,0.05,top_5.0pct,4843,0.15568862275449102,0.844311377245509,0.5280112044817927,10.558370653650682,5.423076923076923,0.014745515938167962,754
balance_gate | LightGBM | smote,test,0.1,top_10.0pct,9685,0.10056788848735157,0.8994321115126485,0.6820728291316527,6.820235311471,8.9435318275154,0.014745515938167962,974
balance_gate | XGBoost | smote,validation,0.005,top_0.5pct,541,0.3197781885397412,0.6802218114602587,0.1193103448275862,23.85501179170119,2.1271676300578033,0.013405073589231566,173
balance_gate | XGBoost | smote,validation,0.01,top_1.0pct,1082,0.2634011090573013,0.7365988909426987,0.19655172413793104,19.649359423800114,2.7964912280701753,0.013405073589231566,285
balance_gate | XGBoost | smote,validation,0.02,top_2.0pct,2164,0.19593345656192238,0.8040665434380776,0.2924137931034483,14.616365606475874,4.10377358490566,0.013405073589231566,424
balance_gate | XGBoost | smote,validation,0.05,top_5.0pct,5409,0.12738029210574967,0.8726197078942504,0.47517241379310343,9.502394094134296,6.850507982583454,0.013405073589231566,689
balance_gate | XGBoost | smote,validation,0.1,top_10.0pct,10817,0.0865304613108995,0.9134695386891005,0.6455172413793103,6.4550530614326735,10.556623931623932,0.013405073589231566,936
balance_gate | XGBoost | smote,test,0.005,top_0.5pct,485,0.37731958762886597,0.622680412371134,0.12815126050420167,25.588768084553408,1.650273224043716,0.014745515938167962,183
balance_gate | XGBoost | smote,test,0.01,top_1.0pct,969,0.2951496388028896,0.7048503611971104,0.20028011204481794,20.016230021420334,2.388111888111888,0.014745515938167962,286
balance_gate | XGBoost | smote,test,0.02,top_2.0pct,1937,0.22767165720185856,0.7723283427981414,0.3088235294117647,15.440060433052933,3.3922902494331066,0.014745515938167962,441
balance_gate | XGBoost | smote,test,0.05,top_5.0pct,4843,0.15238488540161058,0.8476151145983895,0.5168067226890757,10.334320348002922,5.562330623306233,0.014745515938167962,738
balance_gate | XGBoost | smote,test,0.1,top_10.0pct,9685,0.09953536396489417,0.9004646360351058,0.6750700280112045,6.750212361661236,9.046680497925312,0.014745515938167962,964
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,validation,0.005,top_0.5pct,541,0.33086876155268025,0.6691312384473198,0.12344827586206897,24.682353241124357,2.022346368715084,0.013405073589231566,179
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,validation,0.01,top_1.0pct,1082,0.2513863216266174,0.7486136783733826,0.18758620689655173,18.75307285359169,2.9779411764705883,0.013405073589231566,272
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,validation,0.02,top_2.0pct,2164,0.19454713493530498,0.805452865064695,0.2903448275862069,14.512947925297977,4.140142517814727,0.013405073589231566,421
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,validation,0.05,top_5.0pct,5409,0.12904418561656497,0.8709558143834351,0.48137931034482756,9.626518255015586,6.749283667621777,0.013405073589231566,698
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,validation,0.1,top_10.0pct,10817,0.0848664139779976,0.9151335860220025,0.6331034482758621,6.330917425635892,10.78322440087146,0.013405073589231566,918
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,test,0.005,top_0.5pct,485,0.3670103092783505,0.6329896907216495,0.12464985994397759,24.88962141557654,1.7247191011235956,0.014745515938167962,178
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,test,0.01,top_1.0pct,969,0.28792569659442724,0.7120743034055728,0.1953781512605042,19.52632229362333,2.4731182795698925,0.014745515938167962,279
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,test,0.02,top_2.0pct,1937,0.2348993288590604,0.7651006711409396,0.31862745098039214,15.930221081721278,3.257142857142857,0.014745515938167962,455
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,test,0.05,top_5.0pct,4843,0.14784224654139996,0.8521577534586,0.5014005602240896,10.026251177737253,5.7639664804469275,0.014745515938167962,716
anomaly_recency_gate | Logistic Regression | full_0_5_recency_weighted | without_anomaly_scores,test,0.1,top_10.0pct,9685,0.0986060918946825,0.9013939081053175,0.6687675070028011,6.687191706832449,9.141361256544503,0.014745515938167962,955
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,validation,0.005,top_0.5pct,541,0.3290203327171904,0.6709796672828097,0.12275862068965518,24.544462999553826,2.039325842696629,0.013405073589231566,178
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,validation,0.01,top_1.0pct,1082,0.2513863216266174,0.7486136783733826,0.18758620689655173,18.75307285359169,2.9779411764705883,0.013405073589231566,272
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,validation,0.02,top_2.0pct,2164,0.19916820702402957,0.8008317929759704,0.29724137931034483,14.857673529224297,4.020881670533643,0.013405073589231566,431
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,validation,0.05,top_5.0pct,5409,0.12922906267332224,0.8707709373266778,0.4820689655172414,9.64030982844684,6.738197424892704,0.013405073589231566,699
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,validation,0.1,top_10.0pct,10817,0.08579088471849866,0.9142091152815013,0.64,6.399881667745215,10.65625,0.013405073589231566,928
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,test,0.005,top_0.5pct,485,0.3649484536082474,0.6350515463917525,0.12394957983193278,24.749792081781166,1.7401129943502824,0.014745515938167962,177
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,test,0.01,top_1.0pct,969,0.2848297213622291,0.7151702786377709,0.19327731092436976,19.31636183885319,2.510869565217391,0.014745515938167962,276
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,test,0.02,top_2.0pct,1937,0.23076923076923078,0.7692307692307692,0.3130252100840336,15.650129282482224,3.3333333333333335,0.014745515938167962,447
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,test,0.05,top_5.0pct,4843,0.14680982861862482,0.8531901713813752,0.49789915966386555,9.956235457222327,5.8115330520393815,0.014745515938167962,711
anomaly_recency_gate | Logistic Regression | recent_3_5 | without_anomaly_scores,test,0.1,top_10.0pct,9685,0.09788332472896231,0.9021166752710377,0.6638655462184874,6.638175641965614,9.216244725738397,0.014745515938167962,948
advanced_gate | Logistic Regression,validation,0.005,top_0.5pct,541,0.32532347504621073,0.6746765249537893,0.12137931034482759,24.268682516412774,2.0738636363636362,0.013405073589231566,176
advanced_gate | Logistic Regression,validation,0.01,top_1.0pct,1082,0.25508317929759705,0.744916820702403,0.19034482758620688,19.02885333673274,2.920289855072464,0.013405073589231566,276
advanced_gate | Logistic Regression,validation,0.02,top_2.0pct,2164,0.1963955637707948,0.8036044362292052,0.29310344827586204,14.650838166868505,4.091764705882353,0.013405073589231566,425
advanced_gate | Logistic Regression,validation,0.05,top_5.0pct,5409,0.1284895544462932,0.8715104455537068,0.4793103448275862,9.585143534721823,6.78273381294964,0.013405073589231566,695
advanced_gate | Logistic Regression,validation,0.1,top_10.0pct,10817,0.08440417860774707,0.9155958213922529,0.6296551724137931,6.296435304581231,10.847754654983571,0.013405073589231566,913
advanced_gate | Logistic Regression,test,0.005,top_0.5pct,485,0.3670103092783505,0.6329896907216495,0.12464985994397759,24.88962141557654,1.7247191011235956,0.014745515938167962,178
advanced_gate | Logistic Regression,test,0.01,top_1.0pct,969,0.29102167182662536,0.7089783281733746,0.19747899159663865,19.736282748393474,2.4361702127659575,0.014745515938167962,282
advanced_gate | Logistic Regression,test,0.02,top_2.0pct,1937,0.2343830665978317,0.7656169334021683,0.3179271708683473,15.895209606816397,3.2665198237885464,0.014745515938167962,454
advanced_gate | Logistic Regression,test,0.05,top_5.0pct,4843,0.14804873012595499,0.851951269874045,0.5021008403361344,10.040254321840237,5.754532775453278,0.014745515938167962,717
advanced_gate | Logistic Regression,test,0.1,top_10.0pct,9685,0.09819308208569953,0.9018069179143005,0.6659663865546218,6.659182526908543,9.184016824395373,0.014745515938167962,951
anomaly_recency_gate | Logistic Regression | full_0_5 | without_anomaly_scores,validation,0.005,top_0.5pct,541,0.32532347504621073,0.6746765249537893,0.12137931034482759,24.268682516412774,2.0738636363636362,0.013405073589231566,176
anomaly_recency_gate | Logistic Regression | full_0_5 | without_anomaly_scores,validation,0.01,top_1.0pct,1082,0.25508317929759705,0.744916820702403,0.19034482758620688,19.02885333673274,2.920289855072464,0.013405073589231566,276
anomaly_recency_gate | Logistic Regression | full_0_5 | without_anomaly_scores,validation,0.02,top_2.0pct,2164,0.1963955637707948,0.8036044362292052,0.29310344827586204,14.650838166868505,4.091764705882353,0.013405073589231566,425
anomaly_recency_gate | Logistic Regression | full_0_5 | without_anomaly_scores,validation,0.05,top_5.0pct,5409,0.1284895544462932,0.8715104455537068,0.4793103448275862,9.585143534721823,6.78273381294964,0.013405073589231566,695
anomaly_recency_gate | Logistic Regression | full_0_5 | without_anomaly_scores,validation,0.1,top_10.0pct,10817,0.08440417860774707,0.9155958213922529,0.6296551724137931,6.296435304581231,10.847754654983571,0.013405073589231566,913
anomaly_recency_gate | Logistic Regression | full_0_5 | without_anomaly_scores,test,0.005,top_0.5pct,485,0.3670103092783505,0.6329896907216495,0.12464985994397759,24.88962141557654,1.7247191011235956,0.014745515938167962,178
anomaly_recency_gate | Logistic Regression | full_0_5 | without_anomaly_scores,test,0.01,top_1.0pct,969,0.29102167182662536,0.7089783281733746,0.19747899159663865,19.736282748393474,2.4361702127659575,0.014745515938167962,282
anomaly_recency_gate | Logistic Regression | full_0_5 | without_anomaly_scores,test,0.02,top_2.0pct,1937,0.2343830665978317,0.7656169334021683,0.3179271708683473,15.895209606816397,3.2665198237885464,0.014745515938167962,454
anomaly_recency_gate | Logistic Regression | full_0_5 | without_anomaly_scores,test,0.05,top_5.0pct,4843,0.14804873012595499,0.851951269874045,0.5021008403361344,10.040254321840237,5.754532775453278,0.014745515938167962,717
anomaly_recency_gate | Logistic Regression | full_0_5 | without_anomaly_scores,test,0.1,top_10.0pct,9685,0.09819308208569953,0.9018069179143005,0.6659663865546218,6.659182526908543,9.184016824395373,0.014745515938167962,951
balance_gate | LightGBM | random_undersampling,validation,0.005,top_0.5pct,541,0.3179297597042514,0.6820702402957486,0.11862068965517242,23.717121550130667,2.145348837209302,0.013405073589231566,172
balance_gate | LightGBM | random_undersampling,validation,0.01,top_1.0pct,1082,0.256007393715342,0.743992606284658,0.1910344827586207,19.097798457518007,2.9061371841155235,0.013405073589231566,277
balance_gate | LightGBM | random_undersampling,validation,0.02,top_2.0pct,2164,0.19963031423290203,0.800369685767098,0.2979310344827586,14.89214608961693,4.0092592592592595,0.013405073589231566,432
balance_gate | LightGBM | random_undersampling,validation,0.05,top_5.0pct,5409,0.13218709558143835,0.8678129044185616,0.49310344827586206,9.860975003346912,6.565034965034965,0.013405073589231566,715
balance_gate | LightGBM | random_undersampling,validation,0.1,top_10.0pct,10817,0.08680780253304983,0.9131921974669501,0.6475862068965518,6.475742334065472,10.519701810436635,0.013405073589231566,939
balance_gate | LightGBM | random_undersampling,test,0.005,top_0.5pct,485,0.37938144329896906,0.6206185567010309,0.12885154061624648,25.728597418348784,1.6358695652173914,0.014745515938167962,184
balance_gate | LightGBM | random_undersampling,test,0.01,top_1.0pct,969,0.304437564499484,0.695562435500516,0.20658263305322128,20.646111385730762,2.2847457627118644,0.014745515938167962,295
balance_gate | LightGBM | random_undersampling,test,0.02,top_2.0pct,1937,0.23076923076923078,0.7692307692307692,0.3130252100840336,15.650129282482224,3.3333333333333335,0.014745515938167962,447
balance_gate | LightGBM | random_undersampling,test,0.05,top_5.0pct,4843,0.15506917200082593,0.8449308279991741,0.5259103641456583,10.516361221341727,5.448735019973369,0.014745515938167962,751
balance_gate | LightGBM | random_undersampling,test,0.1,top_10.0pct,9685,0.09891584925141972,0.9010841507485803,0.6708683473389355,6.708198591775378,9.109603340292276,0.014745515938167962,958
imbalance_ensemble_gate | Self-paced Ensemble | validation_selected,validation,0.005,top_0.5pct,541,0.3234750462107209,0.6765249537892791,0.1206896551724138,24.130792274842243,2.0914285714285716,0.013405073589231566,175
imbalance_ensemble_gate | Self-paced Ensemble | validation_selected,validation,0.01,top_1.0pct,1082,0.26247689463955637,0.7375231053604436,0.19586206896551725,19.580414303014848,2.8098591549295775,0.013405073589231566,284
imbalance_ensemble_gate | Self-paced Ensemble | validation_selected,validation,0.02,top_2.0pct,2164,0.18299445471349354,0.8170055452865065,0.2731034482758621,13.651133915482186,4.4646464646464645,0.013405073589231566,396
imbalance_ensemble_gate | Self-paced Ensemble | validation_selected,validation,0.05,top_5.0pct,5409,0.12423738214087632,0.8757626178591237,0.463448275862069,9.267937345802972,7.049107142857143,0.013405073589231566,672
imbalance_ensemble_gate | Self-paced Ensemble | validation_selected,validation,0.1,top_10.0pct,10817,0.08135342516409355,0.9186465748359065,0.6068965517241379,6.068853305620463,11.292045454545455,0.013405073589231566,880
imbalance_ensemble_gate | Self-paced Ensemble | validation_selected,test,0.005,top_0.5pct,485,0.3154639175257732,0.6845360824742268,0.10714285714285714,21.393888070692196,2.1699346405228757,0.014745515938167962,153
imbalance_ensemble_gate | Self-paced Ensemble | validation_selected,test,0.01,top_1.0pct,969,0.26006191950464397,0.739938080495356,0.17647058823529413,17.636678200692042,2.8452380952380953,0.014745515938167962,252
imbalance_ensemble_gate | Self-paced Ensemble | validation_selected,test,0.02,top_2.0pct,1937,0.20495611770779557,0.7950438822922045,0.27801120448179273,13.899555537238127,3.8790931989924435,0.014745515938167962,397
imbalance_ensemble_gate | Self-paced Ensemble | validation_selected,test,0.05,top_5.0pct,4843,0.1422671897584142,0.8577328102415858,0.48249299719887956,9.648166286956657,6.029027576197388,0.014745515938167962,689
imbalance_ensemble_gate | Self-paced Ensemble | validation_selected,test,0.1,top_10.0pct,9685,0.09282395456892101,0.907176045431079,0.6295518207282913,6.295063187897771,9.773081201334817,0.014745515938167962,899
anomaly_recency_gate | LightGBM | recent_3_5 | without_anomaly_scores,validation,0.005,top_0.5pct,541,0.32717190388170053,0.6728280961182995,0.12206896551724138,24.406572757983298,2.056497175141243,0.013405073589231566,177
