model,model_family,feature_policy,threshold_policy,attribute,group,group_size,fraud_prevalence,alert_rate,precision,fdr,recall_tpr,fnr,fpr,tnr,tp,fp,fn,tn
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,21-30,32363,0.012514291011340111,0.036059697803046686,0.14738646101113967,0.8526135389888603,0.4246913580246914,0.5753086419753086,0.03113461418111271,0.9688653858188873,172,995,233,30963
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,31-40,27860,0.01564967695620962,0.05926058865757358,0.15626892792247124,0.8437310720775287,0.591743119266055,0.40825688073394495,0.05079492415402567,0.9492050758459744,258,1393,178,26031
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,41-50,9725,0.026323907455012854,0.11033419023136247,0.16495806150978565,0.8350419384902144,0.69140625,0.30859375,0.09462456436793748,0.9053754356320626,177,896,79,8573
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,51+,2942,0.055064581917063225,0.17029231815091775,0.22554890219560877,0.7744510978043913,0.6975308641975309,0.30246913580246915,0.13956834532374102,0.860431654676259,113,388,49,2392
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,income_group,high_0.7_0.9,64414,0.01797745831651504,0.0626106125997454,0.16017852715100422,0.8398214728489958,0.5578583765112263,0.4421416234887737,0.053544327810800554,0.9464556721891995,646,3387,512,59869
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,income_group,low_0.1_0.3,20645,0.007217243884717849,0.018261080164688786,0.16180371352785147,0.8381962864721485,0.40939597315436244,0.5906040268456376,0.015417642466822794,0.9845823575331772,61,316,88,20180
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,income_group,mid_0.4_0.6,11784,0.01026816021724372,0.025543109300746776,0.17275747508305647,0.8272425249169435,0.4297520661157025,0.5702479338842975,0.021349567006773557,0.9786504329932264,52,249,69,11414
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BA,19182,0.04686685434261287,0.00046918986549890525,0.8888888888888888,0.11111111111111116,0.008898776418242492,0.9911012235817576,5.4695618880927636e-05,0.9999453043811191,8,1,891,18282
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BB,23213,0.007151165295308663,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,166,23047
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BC,37502,0.007092955042397739,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,266,37236
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BD,4478,0.009379187137114784,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,42,4436
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BE,12327,0.004380627889997567,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,54,12273
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BF,135,0.007407407407407408,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1,134
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BG,6,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0,0,0,6
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CA,74882,0.01595844128094869,0.00012018909751342112,0.8888888888888888,0.11111111111111116,0.0066945606694560665,0.9933054393305439,1.3570914815367704e-05,0.9999864290851846,8,1,1187,73686
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CB,11275,0.010199556541019957,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,115,11160
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CC,2265,0.03708609271523179,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,84,2181
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CD,2513,0.00477516912057302,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,12,2501
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CE,2252,0.003996447602131439,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,9,2243
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CF,3618,0.0030403537866224434,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,11,3607
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CG,38,0.05263157894736842,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,2,36
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,10-20,23953,0.007055483655492005,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,169,23784
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,21-30,32363,0.012514291011340111,3.0899483978617555e-05,1.0,0.0,0.0024691358024691358,0.9975308641975309,0.0,1.0,1,0,404,31958
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,31-40,27860,0.01564967695620962,0.00010768126346015793,1.0,0.0,0.006880733944954129,0.9931192660550459,0.0,1.0,3,0,433,27424
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,41-50,9725,0.026323907455012854,0.0003084832904884319,0.6666666666666666,0.33333333333333337,0.0078125,0.9921875,0.00010560777273207308,0.999894392227268,2,1,254,9468
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,51+,2942,0.055064581917063225,0.0006798096532970768,1.0,0.0,0.012345679012345678,0.9876543209876543,0.0,1.0,2,0,160,2780
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,income_group,high_0.7_0.9,64414,0.01797745831651504,0.00013972117862576458,0.8888888888888888,0.11111111111111116,0.0069084628670120895,0.9930915371329879,1.5808777033008725e-05,0.999984191222967,8,1,1150,63255
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,income_group,low_0.1_0.3,20645,0.007217243884717849,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,149,20496
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_business_fdr30,income_group,mid_0.4_0.6,11784,0.01026816021724372,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,121,11663
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BA,19182,0.04686685434261287,0.11427379835262225,0.2125912408759124,0.7874087591240876,0.5183537263626251,0.48164627363737483,0.0944046381884811,0.9055953618115189,466,1726,433,16557
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BB,23213,0.007151165295308663,0.0048248826088829536,0.25,0.75,0.1686746987951807,0.8313253012048193,0.0036447259947064692,0.9963552740052936,28,84,138,22963
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BC,37502,0.007092955042397739,0.0034398165431177,0.24031007751937986,0.7596899224806202,0.11654135338345864,0.8834586466165414,0.002631861639273821,0.9973681383607261,31,98,235,37138
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BD,4478,0.009379187137114784,0.007592675301473872,0.29411764705882354,0.7058823529411764,0.23809523809523808,0.7619047619047619,0.005410279531109108,0.9945897204688909,10,24,32,4412
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BE,12327,0.004380627889997567,0.000892350125740245,0.18181818181818182,0.8181818181818181,0.037037037037037035,0.9629629629629629,0.0007333170373991689,0.9992666829626008,2,9,52,12264
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BF,135,0.007407407407407408,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1,134
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BG,6,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0,0,0,6
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CA,74882,0.01595844128094869,0.02881867471488475,0.21779425393883226,0.7822057460611678,0.39330543933054396,0.606694560669456,0.022907704208340686,0.9770922957916593,470,1688,725,71999
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CB,11275,0.010199556541019957,0.01401330376940133,0.1518987341772152,0.8481012658227848,0.20869565217391303,0.7913043478260869,0.012007168458781362,0.9879928315412186,24,134,91,11026
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CC,2265,0.03708609271523179,0.06445916114790287,0.273972602739726,0.726027397260274,0.47619047619047616,0.5238095238095238,0.048601558917927556,0.9513984410820725,40,106,44,2075
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CD,2513,0.00477516912057302,0.004377238360525269,0.2727272727272727,0.7272727272727273,0.25,0.75,0.003198720511795282,0.9968012794882047,3,8,9,2493
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CE,2252,0.003996447602131439,0.0004440497335701599,0.0,1.0,0.0,1.0,0.00044583147570218456,0.9995541685242978,0,1,9,2242
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CF,3618,0.0030403537866224434,0.001105583195135434,0.0,1.0,0.0,1.0,0.0011089548100914888,0.9988910451899086,0,4,11,3603
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CG,38,0.05263157894736842,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,2,36
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,10-20,23953,0.007055483655492005,0.005844779359579176,0.14285714285714285,0.8571428571428572,0.11834319526627218,0.8816568047337278,0.005045408678102927,0.9949545913218971,20,120,149,23664
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,21-30,32363,0.012514291011340111,0.017736303803726476,0.19337979094076654,0.8066202090592335,0.2740740740740741,0.725925925925926,0.014487765191814257,0.9855122348081857,111,463,294,31495
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,31-40,27860,0.01564967695620962,0.030976310122038764,0.20973348783314022,0.7902665121668597,0.4151376146788991,0.5848623853211009,0.02486872812135356,0.9751312718786465,181,682,255,26742
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,41-50,9725,0.026323907455012854,0.061491002570694085,0.22742474916387959,0.7725752508361204,0.53125,0.46875,0.04879079100221776,0.9512092089977823,136,462,120,9007
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,51+,2942,0.055064581917063225,0.10299116247450714,0.29372937293729373,0.7062706270627063,0.5493827160493827,0.4506172839506173,0.07697841726618705,0.923021582733813,89,214,73,2566
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,income_group,high_0.7_0.9,64414,0.01797745831651504,0.03385909895364362,0.21274644658413572,0.7872535534158642,0.4006908462867012,0.5993091537132987,0.027143670165675985,0.972856329834324,464,1717,694,61539
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,income_group,low_0.1_0.3,20645,0.007217243884717849,0.007895374182610802,0.25766871165644173,0.7423312883435582,0.28187919463087246,0.7181208053691275,0.005903590944574551,0.9940964090554254,42,121,107,20375
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,income_group,mid_0.4_0.6,11784,0.01026816021724372,0.011371350984385608,0.23134328358208955,0.7686567164179104,0.256198347107438,0.743801652892562,0.008831346994769784,0.9911686530052302,31,103,90,11560
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BA,19182,0.04686685434261287,0.2023772286518611,0.16177228232869656,0.8382277176713034,0.6985539488320356,0.3014460511679644,0.17797954383853853,0.8220204561614615,628,3254,271,15029
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BB,23213,0.007151165295308663,0.01387153750053849,0.14285714285714285,0.8571428571428572,0.27710843373493976,0.7228915662650602,0.011975528268321257,0.9880244717316787,46,276,120,22771
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BC,37502,0.007092955042397739,0.0103194496293531,0.17054263565891473,0.8294573643410853,0.24812030075187969,0.7518796992481203,0.008620689655172414,0.9913793103448276,66,321,200,36915
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BD,4478,0.009379187137114784,0.018535060294774454,0.1686746987951807,0.8313253012048193,0.3333333333333333,0.6666666666666666,0.015554553651938684,0.9844454463480613,14,69,28,4367
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BE,12327,0.004380627889997567,0.0028392958546280523,0.11428571428571428,0.8857142857142857,0.07407407407407407,0.9259259259259259,0.002525869795486026,0.9974741302045139,4,31,50,12242
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BF,135,0.007407407407407408,0.014814814814814815,0.5,0.5,1.0,0.0,0.007462686567164179,0.9925373134328358,1,1,0,133
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BG,6,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0,0,0,6
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CA,74882,0.01595844128094869,0.053818006997676346,0.16327543424317617,0.8367245657568239,0.5506276150627615,0.44937238493723847,0.0457611247574199,0.9542388752425801,658,3372,537,70315
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CB,11275,0.010199556541019957,0.03263858093126386,0.11684782608695653,0.8831521739130435,0.3739130434782609,0.6260869565217392,0.029121863799283155,0.9708781362007168,43,325,72,10835
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CC,2265,0.03708609271523179,0.11346578366445915,0.19844357976653695,0.8015564202334631,0.6071428571428571,0.39285714285714285,0.09445208619899129,0.9055479138010087,51,206,33,1975
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CD,2513,0.00477516912057302,0.012335853561480302,0.16129032258064516,0.8387096774193549,0.4166666666666667,0.5833333333333334,0.010395841663334666,0.9896041583366654,5,26,7,2475
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CE,2252,0.003996447602131439,0.0053285968028419185,0.08333333333333333,0.9166666666666666,0.1111111111111111,0.8888888888888888,0.00490414623272403,0.9950958537672759,1,11,8,2232
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CF,3618,0.0030403537866224434,0.002763957987838585,0.0,1.0,0.0,1.0,0.0027723870252287217,0.9972276129747712,0,10,11,3597
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CG,38,0.05263157894736842,0.07894736842105263,0.3333333333333333,0.6666666666666667,0.5,0.5,0.05555555555555555,0.9444444444444444,1,2,1,34
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,10-20,23953,0.007055483655492005,0.013317747255041121,0.12225705329153605,0.877742946708464,0.23076923076923078,0.7692307692307693,0.011772620248906828,0.9882273797510932,39,280,130,23504
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,21-30,32363,0.012514291011340111,0.036059697803046686,0.14738646101113967,0.8526135389888603,0.4246913580246914,0.5753086419753086,0.03113461418111271,0.9688653858188873,172,995,233,30963
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,31-40,27860,0.01564967695620962,0.05926058865757358,0.15626892792247124,0.8437310720775287,0.591743119266055,0.40825688073394495,0.05079492415402567,0.9492050758459744,258,1393,178,26031
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,41-50,9725,0.026323907455012854,0.11033419023136247,0.16495806150978565,0.8350419384902144,0.69140625,0.30859375,0.09462456436793748,0.9053754356320626,177,896,79,8573
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,51+,2942,0.055064581917063225,0.17029231815091775,0.22554890219560877,0.7744510978043913,0.6975308641975309,0.30246913580246915,0.13956834532374102,0.860431654676259,113,388,49,2392
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,income_group,high_0.7_0.9,64414,0.01797745831651504,0.0626106125997454,0.16017852715100422,0.8398214728489958,0.5578583765112263,0.4421416234887737,0.053544327810800554,0.9464556721891995,646,3387,512,59869
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,income_group,low_0.1_0.3,20645,0.007217243884717849,0.018261080164688786,0.16180371352785147,0.8381962864721485,0.40939597315436244,0.5906040268456376,0.015417642466822794,0.9845823575331772,61,316,88,20180
baseline | XGBoost,XGBoost,with_housing_status,valid_global_5pct_fpr,income_group,mid_0.4_0.6,11784,0.01026816021724372,0.025543109300746776,0.17275747508305647,0.8272425249169435,0.4297520661157025,0.5702479338842975,0.021349567006773557,0.9786504329932264,52,249,69,11414
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BA,19182,0.04686685434261287,0.00046918986549890525,0.8888888888888888,0.11111111111111116,0.008898776418242492,0.9911012235817576,5.4695618880927636e-05,0.9999453043811191,8,1,891,18282
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BB,23213,0.007151165295308663,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,166,23047
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BC,37502,0.007092955042397739,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,266,37236
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BD,4478,0.009379187137114784,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,42,4436
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BE,12327,0.004380627889997567,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,54,12273
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BF,135,0.007407407407407408,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1,134
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,housing_status,BG,6,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0,0,0,6
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CA,74882,0.01595844128094869,0.00012018909751342112,0.8888888888888888,0.11111111111111116,0.0066945606694560665,0.9933054393305439,1.3570914815367704e-05,0.9999864290851846,8,1,1187,73686
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CB,11275,0.010199556541019957,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,115,11160
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CC,2265,0.03708609271523179,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,84,2181
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CD,2513,0.00477516912057302,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,12,2501
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CE,2252,0.003996447602131439,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,9,2243
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CF,3618,0.0030403537866224434,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,11,3607
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CG,38,0.05263157894736842,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,2,36
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,10-20,23953,0.007055483655492005,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,169,23784
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,21-30,32363,0.012514291011340111,3.0899483978617555e-05,1.0,0.0,0.0024691358024691358,0.9975308641975309,0.0,1.0,1,0,404,31958
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,31-40,27860,0.01564967695620962,0.00010768126346015793,1.0,0.0,0.006880733944954129,0.9931192660550459,0.0,1.0,3,0,433,27424
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,41-50,9725,0.026323907455012854,0.0003084832904884319,0.6666666666666666,0.33333333333333337,0.0078125,0.9921875,0.00010560777273207308,0.999894392227268,2,1,254,9468
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,51+,2942,0.055064581917063225,0.0006798096532970768,1.0,0.0,0.012345679012345678,0.9876543209876543,0.0,1.0,2,0,160,2780
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,income_group,high_0.7_0.9,64414,0.01797745831651504,0.00013972117862576458,0.8888888888888888,0.11111111111111116,0.0069084628670120895,0.9930915371329879,1.5808777033008725e-05,0.999984191222967,8,1,1150,63255
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,income_group,low_0.1_0.3,20645,0.007217243884717849,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,149,20496
baseline | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,income_group,mid_0.4_0.6,11784,0.01026816021724372,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,121,11663
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BA,19182,0.04686685434261287,0.11427379835262225,0.2125912408759124,0.7874087591240876,0.5183537263626251,0.48164627363737483,0.0944046381884811,0.9055953618115189,466,1726,433,16557
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BB,23213,0.007151165295308663,0.0048248826088829536,0.25,0.75,0.1686746987951807,0.8313253012048193,0.0036447259947064692,0.9963552740052936,28,84,138,22963
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BC,37502,0.007092955042397739,0.0034398165431177,0.24031007751937986,0.7596899224806202,0.11654135338345864,0.8834586466165414,0.002631861639273821,0.9973681383607261,31,98,235,37138
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BD,4478,0.009379187137114784,0.007592675301473872,0.29411764705882354,0.7058823529411764,0.23809523809523808,0.7619047619047619,0.005410279531109108,0.9945897204688909,10,24,32,4412
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BE,12327,0.004380627889997567,0.000892350125740245,0.18181818181818182,0.8181818181818181,0.037037037037037035,0.9629629629629629,0.0007333170373991689,0.9992666829626008,2,9,52,12264
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BF,135,0.007407407407407408,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1,134
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BG,6,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0,0,0,6
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CA,74882,0.01595844128094869,0.02881867471488475,0.21779425393883226,0.7822057460611678,0.39330543933054396,0.606694560669456,0.022907704208340686,0.9770922957916593,470,1688,725,71999
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CB,11275,0.010199556541019957,0.01401330376940133,0.1518987341772152,0.8481012658227848,0.20869565217391303,0.7913043478260869,0.012007168458781362,0.9879928315412186,24,134,91,11026
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CC,2265,0.03708609271523179,0.06445916114790287,0.273972602739726,0.726027397260274,0.47619047619047616,0.5238095238095238,0.048601558917927556,0.9513984410820725,40,106,44,2075
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CD,2513,0.00477516912057302,0.004377238360525269,0.2727272727272727,0.7272727272727273,0.25,0.75,0.003198720511795282,0.9968012794882047,3,8,9,2493
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CE,2252,0.003996447602131439,0.0004440497335701599,0.0,1.0,0.0,1.0,0.00044583147570218456,0.9995541685242978,0,1,9,2242
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CF,3618,0.0030403537866224434,0.001105583195135434,0.0,1.0,0.0,1.0,0.0011089548100914888,0.9988910451899086,0,4,11,3603
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CG,38,0.05263157894736842,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,2,36
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,10-20,23953,0.007055483655492005,0.005844779359579176,0.14285714285714285,0.8571428571428572,0.11834319526627218,0.8816568047337278,0.005045408678102927,0.9949545913218971,20,120,149,23664
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,21-30,32363,0.012514291011340111,0.017736303803726476,0.19337979094076654,0.8066202090592335,0.2740740740740741,0.725925925925926,0.014487765191814257,0.9855122348081857,111,463,294,31495
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,31-40,27860,0.01564967695620962,0.030976310122038764,0.20973348783314022,0.7902665121668597,0.4151376146788991,0.5848623853211009,0.02486872812135356,0.9751312718786465,181,682,255,26742
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,41-50,9725,0.026323907455012854,0.061491002570694085,0.22742474916387959,0.7725752508361204,0.53125,0.46875,0.04879079100221776,0.9512092089977823,136,462,120,9007
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,51+,2942,0.055064581917063225,0.10299116247450714,0.29372937293729373,0.7062706270627063,0.5493827160493827,0.4506172839506173,0.07697841726618705,0.923021582733813,89,214,73,2566
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,income_group,high_0.7_0.9,64414,0.01797745831651504,0.03385909895364362,0.21274644658413572,0.7872535534158642,0.4006908462867012,0.5993091537132987,0.027143670165675985,0.972856329834324,464,1717,694,61539
baseline | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,income_group,low_0.1_0.3,20645,0.007217243884717849,0.007895374182610802,0.25766871165644173,0.7423312883435582,0.28187919463087246,0.7181208053691275,0.005903590944574551,0.9940964090554254,42,121,107,20375
