train_strategy,pr_auc,roc_auc,recall_tpr,fpr
full_0_5,0.2026981712109166,0.8902000600061857,0.5084033613445378,0.0416181942042655
full_0_5_recency_weighted,0.2068031640415318,0.8893898187058713,0.5042016806722689,0.0417754021904312
recent_3_5,0.2035856167320414,0.890583924184357,0.5343137254901961,0.049384268720851
